916 2584
116 185 327
569 372 740
435 384 162
72 394 697
726 9 158
343 87 187
877 171 330
626 85 877
700 416 455
400 121 579
736 721 354
762 59 547
298 766 270
185 498 807
836 896 29
305 320 496
675 181 773
281 9 902
395 207 904
778 730 512
665 880 587
624 302 95
536 288 261
8 443 277
674 688 404
410 609 153
725 497 326
91 339 595
120 92 351
748 607 658
737 31 550
806 903 38
256 808 430
669 169 285
754 195 186
91 851 129
895 194 501
383 764 906
89 446 652
9 628 202
733 485 312
94 111 454
872 317 157
645 54 246
880 875 918
878 189 876
573 291 385
626 541 579
794 35 252
174 558 740
873 88 332
881 21 761
537 841 11
199 276 24
545 844 280
796 780 51
693 162 263
854 747 730
762 108 178
607 383 603
236 910 134
136 215 501
748 787 836
312 308 469
559 224 226
516 786 241
70 168 915
87 489 452
430 781 954
18 447 675
416 743 116
6 835 21
330 739 218
882 57 314
379 748 165
657 757 788
709 433 379
248 690 541
403 47 146
277 71 539
512 522 634
368 55 32
82 305 818
176 234 866
553 244 350
557 502 711
868 478 751
398 376 347
222 870 611
790 16 830
403 906 372
11 142 547
51 685 839
161 11 828
415 692 749
800 774 740
238 747 360
357 418 515
864 639 339
490 584 502
508 57 898
140 282 202
292 101 635
123 567 749
402 97 630
341 61 847
156 847 614
191 537 318
281 768 336
673 337 720
140 157 70
788 208 235
157 827 309
679 818 19
795 195 317
25 330 259
347 897 893
406 306 272
341 31 859
381 291 317
109 345 488
626 523 182
121 368 685
332 628 162
227 552 228
107 812 990
275 329 257
833 30 864
743 429 191
19 756 924
709 441 242
773 245 840
471 539 173
167 128 444
806 278 927
651 328 320
314 123 59
661 624 789
728 178 390
163 29 389
639 887 733
782 770 172
539 683 87
233 842 599
904 133 562
190 537 523
25 656 870
905 760 33
271 742 512
490 739 947
833 357 855
886 544 758
538 385 433
699 95 187
210 205 387
120 688 563
64 355 953
661 206 693
196 434 263
526 554 958
803 346 922
519 42 552
346 162 406
530 59 286
488 413 603
535 38 160
380 126 62
834 292 619
888 738 479
706 893 286
539 7 310
810 776 552
854 33 600
716 912 651
233 7 608
899 169 221
751 448 28
540 528 687
809 52 854
216 597 385
176 574 550
111 546 878
466 410 117
111 467 743
328 187 388
915 821 438
318 178 739
13 405 611
734 744 321
88 782 98
110 359 441
820 250 207
816 884 841
21 673 892
343 798 418
286 382 190
591 827 902
241 496 152
451 62 626
781 391 669
823 208 577
307 457 121
124 825 449
311 626 353
475 524 448
506 38 968
681 402 709
748 370 445
19 423 828
442 621 653
273 141 125
786 55 204
324 285 577
492 305 364
444 606 158
714 565 798
246 1 729
644 611 629
8 616 234
114 75 32
803 610 162
25 619 473
813 753 65
812 731 965
733 276 901
283 99 4
328 64 116
674 191 866
718 483 774
537 720 782
875 117 280
356 217 839
654 523 81
60 899 958
270 112 598
904 43 623
84 784 613
157 188 489
872 182 773
742 888 893
92 686 395
800 475 563
835 812 581
640 272 507
905 81 87
858 708 65
734 300 481
57 510 495
286 542 650
219 856 351
88 395 168
272 310 532
300 724 774
825 768 605
68 840 945
207 178 25
113 784 382
859 610 973
237 422 230
236 649 257
672 528 532
893 802 740
124 189 335
783 708 854
887 879 378
751 847 891
679 146 967
695 64 300
88 309 250
185 397 999
558 662 139
257 767 750
12 393 320
180 186 680
210 732 404
418 132 997
787 254 163
27 542 681
887 789 894
7 161 91
565 431 624
554 792 3
537 321 590
361 611 105
92 868 477
320 836 579
913 291 201
770 864 921
338 350 270
667 132 566
589 95 535
50 137 361
91 132 867
803 544 20
126 580 144
497 297 259
581 78 730
9 562 361
220 359 548
37 599 195
750 488 730
387 590 244
299 98 987
139 434 254
614 200 498
274 813 360
668 436 137
3 524 426
238 754 651
616 164 129
387 277 896
412 334 306
551 183 70
223 312 842
48 749 201
307 459 788
499 600 525
10 43 966
152 565 604
648 83 495
583 442 847
618 381 893
560 348 845
717 336 733
905 377 712
281 465 716
871 405 755
674 438 853
411 81 871
216 296 946
573 686 300
375 294 112
399 414 11
272 365 651
326 516 80
870 598 495
809 329 363
807 151 148
565 91 313
899 749 215
236 416 344
758 606 440
158 748 75
582 318 760
714 706 132
844 333 174
867 909 788
885 861 831
558 623 689
669 390 508
350 840 658
870 382 562
337 598 947
350 208 471
5 473 320
785 413 129
786 662 821
692 825 772
108 891 991
265 589 237
609 184 614
558 355 31
313 762 917
288 606 686
324 780 562
641 413 774
290 233 542
788 31 874
217 310 95
750 480 486
583 184 958
426 724 306
522 811 36
433 414 843
894 679 521
255 31 733
358 905 560
711 590 43
403 364 892
671 524 959
324 763 59
495 142 678
156 5 96
540 912 338
903 69 904
149 723 989
74 405 273
687 234 804
759 442 855
699 207 477
382 842 600
163 679 535
225 832 689
885 693 984
286 221 321
859 636 603
797 46 161
330 484 521
880 275 581
1 426 244
373 7 888
125 583 216
724 427 771
455 583 893
334 549 285
42 22 226
161 27 996
162 337 430
561 531 512
142 777 974
121 136 443
37 30 791
77 269 629
338 218 682
74 94 304
821 378 272
764 144 829
137 837 883
208 431 364
146 314 982
27 96 555
589 654 559
764 36 994
436 185 85
285 884 326
338 172 215
422 35 428
250 439 507
826 372 911
453 62 523
59 11 283
95 396 778
840 315 842
814 166 845
338 547 224
372 359 881
834 235 549
253 47 632
818 450 746
841 828 383
351 595 506
569 373 888
127 653 421
342 333 452
651 556 103
435 849 119
207 341 352
16 439 169
717 846 732
108 776 113
11 401 342
786 103 515
188 769 133
646 828 849
277 109 491
400 114 569
753 545 478
802 30 913
287 397 52
581 43 819
813 192 613
656 405 219
229 38 172
67 747 800
570 809 100
54 606 222
869 867 217
857 353 457
436 184 127
618 666 142
221 390 322
702 793 235
529 301 435
881 775 475
677 35 742
635 636 997
801 472 109
339 800 598
379 130 264
162 609 401
517 716 489
483 833 485
627 636 925
460 392 789
304 890 476
630 204 910
564 552 501
737 526 402
811 487 774
795 474 768
617 902 477
556 438 870
906 358 714
452 666 962
852 723 107
820 334 683
590 839 573
793 564 198
188 32 12
115 519 624
177 445 361
268 232 475
752 264 196
805 148 494
735 893 202
100 874 513
828 535 969
568 680 970
196 312 41
362 630 230
331 322 42
496 614 323
494 111 569
395 93 395
549 587 429
801 368 257
547 294 632
15 509 667
359 386 959
912 276 531
341 152 785
413 373 588
745 465 301
736 192 317
185 600 84
538 691 543
511 28 613
479 377 112
552 703 800
749 518 989
311 669 732
508 791 219
750 781 829
301 456 784
627 767 653
294 181 866
516 263 241
70 855 371
868 303 385
763 692 412
269 573 350
69 506 825
26 677 244
606 832 565
860 401 551
393 198 404
798 747 978
291 357 747
39 302 157
503 654 626
157 177 781
255 175 154
836 508 726
649 534 83
367 361 103
41 133 666
72 193 365
299 194 664
211 664 769
133 70 247
582 411 76
406 168 27
655 65 786
792 679 413
603 763 6
631 447 607
867 325 65
674 428 384
482 371 595
744 858 431
91 187 239
423 813 322
224 908 551
218 133 119
642 810 692
616 112 529
585 431 241
669 851 733
171 718 779
144 13 192
789 268 360
199 751 993
707 723 518
588 757 708
305 857 592
45 99 161
752 730 304
202 107 820
184 502 163
178 521 470
738 462 142
559 457 257
58 40 731
645 548 518
879 277 429
525 231 447
269 362 683
744 460 35
287 820 635
694 711 396
490 225 467
663 748 778
596 725 648
501 181 146
352 453 970
818 262 522
382 729 638
141 842 781
290 33 372
173 795 531
281 567 30
712 360 755
61 506 637
445 434 579
537 598 973
252 460 441
545 848 7
586 368 967
526 421 767
245 545 496
161 157 911
815 638 267
420 41 679
51 914 585
485 87 749
629 417 652
293 645 539
890 776 142
268 260 173
510 711 220
60 469 186
55 761 150
775 674 596
427 783 852
800 754 210
728 808 30
805 869 43
822 455 285
237 431 802
737 236 349
82 852 613
128 129 897
758 900 748
224 891 362
836 771 854
322 344 709
106 681 242
625 612 257
561 611 314
274 851 997
272 458 593
234 916 477
543 545 946
871 196 427
900 259 912
43 71 237
400 915 574
762 343 667
583 674 121
910 807 480
610 229 102
213 293 543
767 673 460
884 332 251
883 740 695
12 581 158
47 61 565
240 762 273
425 887 932
690 171 344
525 647 806
424 288 907
514 235 726
755 130 930
738 194 119
94 818 798
345 359 27
291 352 547
719 221 259
898 477 569
681 180 216
418 501 11
131 501 46
607 789 443
396 283 873
569 73 36
289 654 587
179 655 944
165 214 683
84 78 944
464 555 133
135 62 261
747 596 655
366 784 462
901 265 761
854 230 962
495 291 352
813 413 824
363 467 578
754 568 580
556 724 793
803 671 891
86 914 314
785 819 263
246 702 783
303 328 998
652 244 735
788 228 560
597 450 285
821 135 612
335 117 614
858 89 638
574 515 574
786 82 658
372 614 949
273 348 740
326 597 443
840 475 149
138 858 961
605 137 789
618 13 498
690 765 669
211 561 162
481 159 261
664 418 342
648 538 967
643 695 832
309 806 897
352 189 844
715 116 707
91 731 951
454 6 930
469 273 554
283 519 533
532 149 468
678 659 954
355 420 84
485 316 317
584 590 51
452 471 81
136 64 759
533 657 890
66 911 856
466 415 788
202 47 275
838 32 67
834 288 910
31 340 142
422 133 54
57 430 300
547 285 796
517 149 953
61 283 135
14 715 559
57 745 845
528 875 698
788 782 941
48 591 182
390 414 112
912 717 469
545 31 275
533 497 652
592 847 294
284 70 398
828 440 684
480 670 17
20 522 978
587 690 964
220 762 464
546 794 736
99 372 604
283 30 70
535 521 815
691 838 796
680 847 527
80 870 247
628 130 367
859 270 391
26 863 672
117 742 390
826 129 36
572 885 461
186 288 570
895 822 212
432 565 620
895 320 305
403 153 366
678 822 342
852 24 569
69 93 394
903 904 491
741 329 43
37 649 313
796 479 896
101 49 172
252 8 515
887 295 341
11 841 288
823 896 780
49 159 72
169 318 469
65 480 858
685 690 889
257 893 317
331 880 87
100 236 691
241 686 198
229 626 567
440 562 681
623 331 450
731 561 401
814 413 515
518 516 420
454 314 668
860 724 410
192 189 897
215 372 216
895 251 794
868 502 392
752 703 958
787 841 417
610 226 822
588 419 650
862 34 452
397 503 414
915 878 446
504 277 159
626 582 841
557 284 726
629 415 908
776 365 46
240 271 243
530 642 483
535 915 539
451 655 704
69 675 742
131 786 355
256 43 938
368 416 456
663 182 108
254 321 214
268 4 268
124 6 512
424 695 742
793 360 29
637 730 552
683 540 674
654 332 816
604 407 408
445 500 163
118 673 909
679 212 694
16 189 231
255 37 670
772 530 947
724 843 327
131 694 313
654 592 319
669 75 934
83 386 18
818 65 20
648 102 513
433 788 867
320 169 514
301 468 986
108 137 595
377 879 7
558 733 226
844 306 964
30 186 865
207 685 773
866 498 737
307 447 579
76 560 721
655 505 947
289 634 582
510 140 21
84 469 359
869 289 432
534 673 992
573 685 185
769 661 498
644 619 910
30 197 674
767 307 840
519 71 341
558 20 52
243 365 781
334 411 117
49 8 790
749 307 331
197 485 62
723 90 871
104 628 947
275 772 424
741 726 803
512 78 755
343 151 468
60 789 330
341 55 271
359 669 1000
171 304 649
377 319 326
8 777 488
769 29 242
351 94 511
608 603 209
775 101 95
4 31 53
677 586 593
624 332 828
85 751 232
610 162 130
62 809 912
638 691 248
523 112 302
800 912 963
117 213 634
521 913 3
267 796 413
19 268 220
226 886 774
17 149 434
26 809 120
739 648 317
686 628 311
195 322 220
169 915 446
285 670 918
655 840 678
611 428 396
478 581 739
352 435 523
913 698 571
615 366 718
517 762 575
321 363 693
848 497 40
520 649 812
572 62 935
788 617 420
896 365 856
712 416 866
345 616 355
601 720 316
839 214 175
209 83 180
786 273 708
630 870 10
687 212 804
713 531 948
573 845 67
545 625 670
547 739 548
575 124 452
853 787 194
50 493 808
881 317 973
134 17 369
478 98 717
843 699 617
840 681 441
240 813 873
42 721 754
576 831 861
433 763 536
24 641 766
613 304 243
311 231 663
134 363 568
435 812 531
843 709 374
663 695 363
877 291 510
619 67 816
254 290 101
318 7 566
467 30 270
247 177 974
88 626 157
341 396 754
67 188 636
287 310 918
256 646 6
372 416 267
311 538 32
70 279 5
555 519 593
320 531 208
129 724 202
514 40 595
101 441 278
192 235 949
781 714 407
330 357 201
233 4 68
403 842 619
221 836 215
616 703 997
501 805 881
239 537 581
183 908 552
572 272 352
566 441 768
332 778 969
85 595 559
4 500 542
737 743 932
645 548 710
692 253 83
894 200 768
419 615 331
395 683 260
163 811 6
150 159 322
137 807 983
429 875 72
223 314 641
281 406 519
193 307 49
656 882 112
689 205 139
417 116 196
336 505 593
475 330 724
37 814 35
556 416 617
819 732 160
730 197 794
877 577 969
702 385 592
532 379 619
171 507 91
152 772 955
576 616 813
590 167 251
875 4 21
279 641 891
843 468 505
564 157 866
364 539 695
428 72 695
263 318 448
842 292 358
697 858 416
475 4 415
607 189 778
619 863 774
435 135 180
597 718 215
880 788 75
247 313 164
185 525 225
175 149 992
796 2 752
569 206 935
651 897 981
262 112 560
22 430 893
885 659 550
256 313 883
581 54 712
418 47 75
325 553 559
480 7 171
601 90 804
69 421 763
662 351 684
578 287 35
656 636 133
795 558 283
103 169 519
534 139 478
916 458 238
704 715 637
747 554 976
700 84 151
121 141 314
801 386 425
606 805 665
744 553 933
890 72 160
314 689 131
821 904 96
533 644 841
10 441 536
356 837 729
156 135 298
419 603 990
170 159 59
864 183 308
655 857 208
786 852 813
799 449 140
524 234 259
212 628 450
376 590 291
781 28 190
428 536 162
153 801 379
24 701 461
462 207 37
896 726 861
197 775 400
751 862 518
876 431 257
360 685 755
849 438 426
617 541 848
248 196 680
272 373 526
411 907 888
400 21 431
56 11 92
863 402 866
739 111 948
797 750 398
802 850 638
407 183 688
108 884 979
690 812 520
334 563 455
629 784 318
740 260 528
816 755 732
579 571 434
380 174 744
195 137 736
457 615 765
902 2 4
806 883 404
794 178 881
606 490 142
607 540 420
907 867 291
490 308 912
215 493 562
535 216 80
359 636 146
124 671 680
439 741 290
765 26 446
393 864 851
206 857 354
653 39 977
52 213 453
328 267 338
171 410 148
801 513 461
852 803 628
447 150 258
762 198 798
782 751 180
503 81 22
688 428 302
120 735 182
903 769 297
143 104 812
334 411 815
904 471 108
260 809 506
492 797 495
107 730 740
343 477 754
543 691 775
495 51 591
367 470 514
236 78 281
493 138 578
524 252 82
826 231 242
45 151 688
437 246 638
95 170 615
397 256 678
408 697 582
914 20 540
39 836 852
199 667 710
542 909 550
192 799 714
877 882 532
35 832 690
341 194 285
271 656 24
710 644 876
423 354 912
406 554 576
876 436 565
563 785 208
142 607 89
278 158 864
507 899 337
472 548 808
435 305 427
192 619 440
375 910 637
851 57 830
481 381 770
46 130 839
511 865 476
159 211 568
593 848 8
47 361 258
625 440 844
537 344 231
734 207 1000
726 895 333
682 150 965
247 485 649
630 549 913
452 737 665
553 665 568
751 47 768
135 857 310
317 217 793
793 423 313
686 847 435
865 755 634
441 233 108
752 475 651
530 751 204
500 723 352
697 57 523
104 813 784
207 413 702
140 426 528
97 357 318
562 473 236
134 75 424
354 659 40
808 5 115
745 739 963
833 373 300
821 792 631
749 660 213
415 90 768
279 132 539
547 213 332
77 709 996
462 873 58
907 825 417
343 896 381
190 361 338
44 185 795
314 854 930
361 705 789
874 802 678
581 264 361
822 528 292
837 877 722
491 835 955
797 324 596
837 673 320
60 275 975
682 80 909
567 546 327
790 489 808
746 867 21
299 264 493
659 507 594
564 634 410
728 909 434
451 312 243
212 749 584
86 699 167
277 441 19
454 726 132
57 354 398
217 229 473
796 628 719
478 903 411
212 296 685
596 517 514
712 697 256
382 907 967
637 258 346
274 25 477
148 605 919
166 226 859
411 21 556
250 61 964
86 498 31
895 658 1000
402 854 966
31 154 883
441 583 680
655 150 779
666 887 928
515 103 594
296 816 430
519 880 449
814 731 938
417 910 164
538 465 33
223 308 243
232 443 18
299 325 916
819 201 371
173 65 703
724 400 297
784 28 781
298 100 711
672 716 724
122 44 853
425 173 475
829 532 206
508 825 502
648 626 120
748 608 139
98 841 802
220 269 547
173 842 773
111 487 268
406 344 693
288 895 35
147 750 135
588 175 508
528 160 753
602 8 367
98 370 694
405 692 41
650 87 494
211 306 852
573 165 916
717 623 502
608 543 871
72 523 40
640 92 388
266 539 4
176 816 491
195 496 298
555 119 976
125 691 198
675 365 203
609 684 851
485 495 756
78 119 910
572 415 259
863 587 953
37 328 283
408 425 538
898 292 233
19 42 847
609 494 677
272 781 831
86 5 567
405 597 766
180 107 309
477 790 375
816 784 290
87 401 509
632 224 205
499 565 17
545 9 269
301 643 266
636 846 780
601 719 700
718 118 943
841 197 614
670 609 70
19 762 440
279 736 988
528 734 994
64 70 375
809 187 760
670 640 924
37 66 848
879 847 283
685 723 732
561 436 18
532 510 185
901 769 865
507 541 490
691 184 308
739 652 269
225 767 987
589 31 480
218 702 851
390 824 570
585 349 429
897 901 721
802 539 941
593 502 646
855 639 745
508 532 426
653 876 614
745 175 119
842 474 337
813 317 401
131 778 674
889 38 206
638 532 874
492 766 359
856 252 601
562 688 247
412 39 692
140 704 590
684 458 121
665 33 706
753 339 637
330 268 104
228 142 369
383 300 28
116 682 794
814 182 573
200 249 782
545 130 579
831 408 857
368 780 514
75 624 960
650 881 285
419 237 543
51 744 707
271 336 198
471 854 525
724 146 699
362 560 908
44 148 612
465 55 840
424 703 293
884 877 757
834 150 717
518 621 821
176 86 759
34 763 892
749 399 875
134 465 625
792 109 716
63 151 862
66 109 87
665 520 146
206 670 774
892 613 531
832 320 89
658 94 298
297 174 125
50 909 74
877 375 782
192 196 4
402 251 759
221 903 429
534 303 444
464 810 190
608 199 456
212 710 725
296 218 656
447 630 690
403 789 799
707 911 140
428 544 563
534 761 516
532 590 246
634 138 723
142 146 146
127 775 694
687 556 950
573 322 997
199 794 616
427 897 235
5 312 648
475 792 736
422 656 645
512 815 357
107 178 53
52 319 492
290 853 382
700 393 409
869 595 346
153 738 515
375 668 970
416 247 406
572 188 724
816 732 302
712 752 624
903 666 647
246 240 54
331 17 5
511 172 1000
667 416 591
370 439 662
711 709 443
311 208 237
7 358 274
334 224 414
316 383 4
587 353 954
814 885 466
858 515 134
44 201 861
898 435 15
423 58 39
669 118 147
394 391 274
104 480 424
229 701 407
190 522 699
773 721 134
102 126 946
515 572 676
863 8 625
71 232 673
794 661 27
462 711 471
629 67 489
114 69 661
450 553 194
103 785 655
276 683 678
637 33 902
754 251 82
547 580 368
882 252 694
28 714 800
192 432 484
630 549 602
735 459 607
211 227 404
639 282 322
647 173 689
146 633 401
792 706 968
901 673 735
7 62 816
606 856 610
411 110 868
820 810 317
722 834 178
571 791 53
557 263 168
45 599 49
482 463 804
352 86 482
39 631 428
406 818 580
101 3 249
632 61 836
184 637 446
61 854 543
759 155 532
461 49 759
269 320 293
383 771 557
745 887 429
671 236 95
415 685 393
119 260 349
583 765 581
177 83 920
158 153 519
452 274 151
711 716 569
871 544 779
337 265 784
738 279 133
650 80 689
639 150 434
643 732 203
133 768 232
96 873 117
42 269 603
486 287 986
514 20 788
591 45 745
573 316 823
607 243 68
368 902 957
569 842 636
841 595 499
379 276 13
724 445 483
137 84 305
878 16 212
794 524 730
250 562 402
621 886 688
762 652 966
589 705 27
26 795 553
708 754 361
550 459 147
175 465 969
230 14 322
336 196 287
461 498 87
591 337 506
307 381 309
592 579 125
747 225 732
866 278 469
621 458 513
421 908 960
33 765 221
616 3 745
155 160 513
878 274 385
493 164 895
797 406 626
82 687 296
47 188 734
329 308 854
531 789 195
129 9 742
670 449 318
17 269 47
109 339 389
443 152 562
777 515 246
49 224 883
272 807 196
594 676 788
214 864 832
229 368 565
353 835 244
759 733 735
468 594 972
556 915 852
643 231 348
653 678 815
107 872 542
752 421 953
301 573 413
872 366 165
9 351 676
487 494 308
871 21 531
113 271 746
326 41 149
262 401 176
151 348 920
114 182 120
238 873 718
244 30 792
322 120 609
708 303 35
745 247 4
19 800 44
4 180 476
543 216 563
850 690 102
472 695 513
561 890 366
437 165 221
329 501 970
184 458 962
192 531 836
190 512 722
32 177 86
185 53 490
815 279 284
151 253 811
152 880 564
447 343 655
680 861 496
237 799 108
822 248 880
181 710 280
560 183 72
562 859 911
478 467 42
263 843 512
157 412 945
496 152 549
344 712 472
867 80 717
693 361 41
27 770 792
17 530 457
739 743 659
453 247 564
142 759 682
384 40 810
35 15 423
284 668 388
514 646 476
895 685 480
724 140 571
345 114 742
84 21 416
85 754 170
738 747 359
27 878 921
264 474 466
413 84 136
743 519 303
310 561 119
534 492 396
660 642 466
449 176 500
248 799 13
127 619 534
402 513 135
473 620 994
441 626 991
811 812 288
273 478 151
287 366 880
870 760 864
508 366 948
773 243 15
352 364 523
435 14 145
700 88 389
676 6 874
434 860 545
596 753 154
288 276 423
602 48 241
294 157 199
361 514 968
639 814 469
59 1 513
390 265 351
131 347 176
548 477 22
851 365 7
687 824 70
198 356 290
256 898 91
380 105 103
59 5 585
449 487 209
261 446 402
556 310 102
181 912 402
614 584 483
427 146 549
536 461 835
752 651 372
779 829 350
326 601 603
188 558 991
577 18 750
501 96 745
386 859 658
268 814 122
898 169 612
139 767 386
911 69 613
105 77 268
163 305 968
681 10 342
455 816 681
862 880 88
800 195 882
588 110 666
631 429 221
776 781 16
464 600 462
405 837 119
804 650 240
66 13 784
217 109 33
310 211 901
455 100 549
546 252 470
671 332 262
782 847 897
691 479 833
93 561 55
156 754 224
569 898 670
443 145 379
419 729 548
541 470 578
275 183 228
711 354 613
869 238 529
833 472 408
62 169 155
794 533 209
487 69 881
236 615 963
677 14 927
582 259 617
289 185 750
888 895 776
5 869 604
74 115 127
33 627 709
675 870 372
674 815 663
608 104 666
54 905 205
462 205 648
283 395 561
323 384 306
798 270 444
504 240 849
150 444 71
599 660 407
793 217 682
256 866 561
873 668 878
161 883 355
637 769 147
534 363 506
338 495 450
214 154 472
565 446 630
455 881 952
29 820 332
178 796 967
739 690 943
33 671 230
37 568 952
167 20 314
469 360 206
240 706 792
315 501 660
749 469 381
720 722 674
190 562 733
862 300 298
233 865 143
91 695 615
61 632 274
319 47 153
218 493 61
476 512 293
176 22 923
8 584 654
611 859 547
363 495 692
65 147 824
274 25 223
152 113 864
851 461 12
10 355 810
9 630 945
688 377 429
909 883 441
280 791 735
262 177 582
61 409 762
328 349 679
64 646 349
821 657 993
407 171 820
753 798 937
136 397 469
461 718 423
374 423 656
642 389 782
758 810 167
724 318 716
816 345 808
524 816 148
883 314 417
809 367 859
367 524 607
420 581 433
236 206 876
530 111 548
705 335 94
381 279 935
571 660 781
663 475 643
606 893 477
261 880 519
870 46 846
99 581 749
716 465 89
393 470 346
705 318 188
544 561 679
673 846 402
615 430 895
247 647 946
271 132 101
51 736 481
835 450 692
657 889 666
551 690 873
320 736 402
465 807 472
61 725 497
23 16 299
614 598 554
19 462 182
562 886 474
459 895 828
770 741 699
510 503 169
299 534 661
325 447 725
438 83 964
891 518 367
25 907 607
327 50 677
345 372 116
151 273 792
128 605 729
273 847 83
443 87 210
575 828 526
717 165 190
146 246 889
480 533 120
444 805 740
363 533 753
915 205 195
630 896 146
450 361 879
386 867 155
217 675 662
873 819 839
846 788 602
603 596 442
674 784 292
212 887 67
672 745 497
768 747 829
238 122 97
695 363 805
156 887 685
101 586 704
419 314 185
293 893 74
28 345 354
81 293 328
174 2 127
81 812 266
743 261 605
112 274 72
272 471 820
447 879 201
639 48 71
468 239 304
93 711 207
606 737 109
588 370 224
364 534 978
666 800 37
916 694 767
74 598 697
395 523 641
406 786 333
690 838 70
322 602 972
559 26 723
734 694 600
508 579 814
687 205 525
39 491 730
28 504 223
147 471 270
336 913 545
277 781 822
231 858 488
38 12 358
839 256 381
257 713 249
634 358 336
738 571 169
598 36 847
548 519 163
113 628 598
380 742 114
