18
982 1701
552 662 43
404 631 576
510 542 280
578 521 455
954 14 794
141 943 315
538 816 414
575 11 821
733 39 3
566 238 589
909 354 708
262 308 322
121 838 482
795 416 687
258 909 394
791 391 868
454 380 992
159 68 268
471 907 726
771 566 939
151 491 918
729 225 693
494 771 2
193 624 982
559 483 192
17 377 64
563 351 978
499 800 81
433 66 757
484 741 788
176 474 634
793 443 382
738 926 943
57 759 591
780 445 746
947 837 386
914 72 136
786 440 433
521 428 373
761 191 993
481 325 122
384 481 699
294 753 256
935 326 661
71 182 522
526 284 639
905 382 921
227 962 282
125 203 803
955 731 585
358 816 569
198 648 925
399 518 573
137 638 290
225 46 216
809 174 125
473 795 273
74 775 114
867 468 387
150 413 995
703 238 709
227 391 707
65 536 863
339 661 378
465 936 549
106 844 191
517 291 686
329 972 494
653 155 516
236 286 873
571 402 23
450 384 538
1 412 430
223 187 637
416 539 487
593 828 42
653 442 839
298 977 119
80 696 489
282 477 914
358 480 787
363 445 261
142 161 774
312 814 375
869 736 544
584 959 220
6 834 530
961 672 739
587 398 555
905 164 322
399 360 558
726 380 66
276 223 996
895 378 191
173 196 306
597 851 773
868 377 933
571 111 654
662 507 814
184 18 11
25 515 471
608 516 102
941 49 826
963 899 340
967 588 268
866 601 159
982 235 842
50 706 56
489 70 280
842 4 799
595 308 331
650 394 726
166 257 342
130 875 906
346 480 836
626 94 263
605 141 682
651 275 825
724 309 811
413 852 384
654 571 600
214 915 566
427 695 724
585 518 597
768 441 795
100 867 361
151 411 775
477 640 608
332 677 381
936 131 244
77 717 531
490 203 906
845 354 487
70 767 755
30 123 806
593 262 736
417 588 388
646 335 4
953 836 138
861 433 79
661 2 20
811 494 995
195 538 966
517 357 135
931 859 481
372 369 527
814 177 983
848 791 562
952 547 227
657 933 590
105 899 617
819 53 46
291 267 877
893 883 107
561 923 613
400 216 398
928 717 393
328 882 737
862 667 724
892 81 438
508 954 360
948 182 211
427 333 67
762 283 368
971 806 129
511 980 616
453 377 806
371 895 589
83 749 108
917 208 282
246 91 499
120 348 766
486 159 603
695 199 454
671 724 295
774 634 563
806 816 320
289 455 156
826 154 40
691 86 316
829 440 774
698 797 399
311 916 281
215 962 820
3 906 120
922 336 960
397 879 832
116 115 784
110 495 118
510 560 748
202 261 347
378 249 475
969 817 604
670 516 670
510 337 112
271 383 502
275 44 241
963 579 897
409 821 728
51 603 430
267 308 934
13 693 241
430 835 267
153 474 934
815 178 186
219 776 721
951 481 47
34 382 175
830 781 667
576 399 161
782 297 16
777 572 920
146 635 929
238 274 509
51 561 687
136 75 621
532 76 621
571 251 389
103 405 348
60 422 524
533 968 932
455 445 848
368 709 97
890 322 157
16 922 556
479 838 242
477 756 866
410 791 704
386 204 735
834 333 174
710 469 885
185 725 521
380 26 262
401 618 306
806 678 962
754 390 448
880 397 325
281 304 922
439 951 852
905 661 769
665 893 238
373 849 927
867 321 493
898 799 905
580 112 388
692 323 924
867 202 23
554 45 289
83 587 404
615 230 526
238 939 202
854 885 11
439 893 116
498 311 326
533 488 164
554 246 249
941 925 875
598 234 444
250 912 120
865 734 372
654 800 356
160 718 86
754 782 589
400 933 112
520 871 615
235 463 212
802 301 316
143 491 855
821 42 125
825 613 346
116 234 355
213 343 526
563 551 392
612 937 608
823 728 460
169 380 63
46 654 765
602 298 208
10 817 182
713 167 895
622 765 29
179 238 277
469 36 800
723 37 704
1 269 557
812 494 394
412 620 372
863 576 214
974 222 705
471 925 958
711 755 741
459 877 438
637 218 443
601 770 390
906 715 215
536 260 705
160 47 179
508 280 300
583 227 880
179 583 446
698 127 458
728 721 722
363 62 769
177 420 669
524 543 408
106 568 420
187 342 550
481 61 250
918 603 910
740 298 172
559 166 820
936 374 552
335 565 794
952 371 142
6 761 104
876 472 939
209 390 671
226 453 731
885 404 430
581 62 258
674 605 659
778 16 668
641 861 342
243 586 628
872 745 363
38 955 138
345 814 173
70 785 818
458 349 453
780 88 286
787 634 975
949 521 151
883 420 133
848 660 201
331 290 650
740 495 474
982 637 889
441 254 614
19 705 23
841 815 548
50 651 816
180 744 619
546 520 504
908 943 536
305 164 985
827 327 760
677 128 512
56 200 28
893 733 511
212 171 527
477 287 109
625 741 516
911 519 155
629 88 241
521 312 49
424 393 538
814 434 915
306 312 637
961 505 478
689 265 279
964 784 350
428 178 870
390 809 826
812 641 974
196 382 812
78 466 677
237 172 285
182 178 138
735 827 902
785 617 249
291 853 808
731 847 104
800 299 469
804 504 292
592 828 695
325 697 623
266 869 642
832 880 616
97 39 6
850 253 624
327 396 807
44 165 918
554 86 48
640 251 57
627 649 874
476 755 13
89 122 69
894 506 965
692 94 318
540 707 98
82 124 961
288 28 637
861 323 718
370 208 299
157 548 695
511 382 439
723 961 709
203 355 294
28 567 446
303 25 680
812 548 125
692 978 493
586 705 587
543 808 571
427 257 813
173 615 122
728 787 628
26 366 928
756 931 860
504 144 957
370 134 448
440 25 68
930 929 804
487 300 854
30 555 147
535 940 35
297 77 815
499 861 249
598 940 348
537 397 349
386 441 992
373 894 502
200 531 38
74 145 617
142 829 243
731 917 345
226 878 673
566 716 602
640 102 297
974 536 994
944 637 298
314 269 246
73 123 756
696 234 201
713 841 672
758 526 403
512 321 132
874 91 672
215 787 272
131 278 573
904 512 550
731 705 873
953 477 942
467 813 385
810 746 835
329 86 875
352 243 679
266 437 692
876 618 888
600 242 358
165 97 592
389 217 743
832 982 937
900 503 133
928 598 39
713 336 686
61 826 487
307 784 776
306 287 551
670 59 114
402 92 95
884 722 956
724 687 293
685 25 248
633 796 885
215 483 989
231 401 113
501 325 208
338 898 301
951 603 637
175 239 322
473 677 786
179 140 969
173 881 925
895 54 508
342 813 880
462 677 456
79 306 866
589 817 89
590 680 773
563 219 175
775 914 768
271 171 369
941 210 614
703 966 787
855 323 313
793 201 834
141 816 343
119 274 799
100 624 939
124 533 995
211 290 493
522 541 643
354 921 910
23 262 595
240 769 712
651 278 895
862 827 960
531 238 728
253 223 2
660 501 235
353 864 93
965 925 212
589 134 908
512 7 457
726 570 67
71 505 971
344 486 96
565 604 81
375 223 256
579 81 9
518 844 56
302 613 701
739 384 615
74 768 52
716 185 2
785 842 878
835 633 753
505 244 120
940 174 141
174 753 83
927 361 867
67 883 533
719 877 794
21 276 469
382 131 51
144 853 566
73 604 675
159 250 664
338 692 500
251 922 659
878 164 897
742 629 135
790 44 658
558 161 103
49 832 604
597 199 290
748 212 556
290 566 159
372 188 584
725 187 192
297 363 695
376 644 479
340 606 548
434 97 992
111 546 435
887 663 675
461 584 231
250 16 813
235 13 423
594 277 200
119 365 737
781 596 230
777 459 102
653 157 425
727 67 155
757 974 133
154 790 84
272 716 833
618 262 248
23 256 994
950 831 748
137 75 956
200 294 983
10 851 61
696 911 130
357 157 618
316 690 793
761 863 667
217 342 186
355 801 315
659 64 793
583 182 181
350 16 439
960 445 240
658 609 268
860 958 351
777 306 243
916 622 625
714 969 238
37 826 743
235 753 697
583 848 249
769 536 237
107 235 894
564 208 351
88 973 912
844 917 955
767 577 281
214 601 435
886 637 820
188 768 818
466 530 830
906 792 718
805 214 538
194 442 763
490 582 732
384 341 246
857 238 920
633 487 584
144 933 329
589 185 308
609 848 261
166 234 933
178 235 306
52 556 695
898 377 693
971 794 998
779 273 486
666 860 630
726 95 777
300 322 392
369 904 675
231 326 581
39 294 879
844 309 603
50 358 938
913 199 889
535 285 90
961 917 618
538 157 763
758 886 459
776 861 620
133 161 570
487 768 104
131 257 351
154 781 351
111 360 384
12 19 504
99 214 994
373 619 695
766 643 461
872 597 432
1 751 616
458 915 765
779 497 17
340 772 27
403 147 3
535 896 579
482 919 150
92 262 675
99 595 832
638 609 921
957 591 927
40 217 117
792 317 620
652 402 882
458 476 688
925 256 283
717 571 146
54 764 589
584 328 209
914 528 497
819 929 317
622 591 57
306 40 697
220 787 769
7 588 227
954 163 997
712 701 214
656 639 942
576 959 164
924 887 164
290 800 946
196 903 690
187 6 369
598 251 250
690 102 469
421 459 642
914 513 626
98 643 253
346 418 421
641 651 614
803 387 673
851 650 386
599 953 677
361 884 811
694 588 542
397 110 171
932 939 35
269 455 483
766 522 892
893 482 797
143 59 875
878 889 474
438 841 743
821 476 454
950 104 832
436 373 685
514 844 16
286 94 395
505 691 616
911 419 479
41 106 433
46 115 126
565 308 174
409 844 285
421 573 360
367 591 881
980 98 835
103 622 946
152 533 192
463 535 883
819 206 119
228 686 264
461 258 212
684 788 504
537 510 113
350 600 685
154 159 867
637 367 246
950 190 431
900 776 328
367 254 752
454 672 818
698 805 416
767 290 465
53 375 21
439 134 918
396 873 351
965 370 870
90 321 851
377 140 888
575 626 2
246 834 916
40 458 481
533 764 541
658 128 8
389 47 197
426 666 910
828 583 894
792 607 889
274 909 995
311 794 685
921 967 643
222 260 354
527 535 692
92 838 643
610 630 752
694 26 460
693 514 51
53 167 492
519 874 956
441 696 347
458 473 162
377 135 668
858 209 722
376 446 655
393 430 437
466 203 116
542 95 469
706 280 840
542 710 106
201 694 404
654 123 454
47 247 477
311 880 3
55 832 414
488 532 298
824 910 675
370 431 922
41 246 313
286 16 879
157 386 979
7 663 831
498 212 132
846 585 554
976 965 730
235 748 356
917 157 949
373 281 885
303 255 235
42 369 506
104 982 822
772 779 550
804 744 688
268 794 775
899 710 812
889 491 14
667 400 312
771 876 697
196 827 439
744 182 661
466 864 497
263 281 525
243 179 125
724 245 77
485 447 883
697 254 906
501 167 196
210 953 838
834 857 851
527 24 196
376 704 668
400 567 465
367 899 906
920 666 476
653 681 614
306 928 169
214 121 168
614 722 913
66 449 167
456 248 937
607 375 775
704 883 920
299 344 53
972 242 805
869 82 723
358 294 158
355 186 192
237 476 129
924 63 387
79 944 276
933 539 679
75 550 324
658 207 66
583 585 122
324 244 5
862 825 579
533 683 663
344 882 969
788 720 558
858 184 644
732 41 372
595 236 605
286 194 487
231 201 601
754 531 138
909 123 132
943 866 654
678 211 979
116 768 17
697 735 793
36 953 624
373 157 328
312 127 380
700 901 623
594 431 404
72 504 245
926 130 431
916 280 236
758 39 386
462 917 755
35 842 514
196 41 986
745 42 827
590 97 478
753 468 388
229 908 245
542 672 250
565 192 385
713 424 804
140 125 264
709 122 922
35 832 989
321 546 233
527 971 121
957 123 664
453 727 997
158 647 962
942 281 55
748 773 298
650 531 644
506 578 447
871 600 994
517 37 812
593 445 999
213 483 861
721 71 856
437 70 26
137 953 929
601 887 812
918 770 917
507 645 494
160 484 360
7 112 733
588 149 960
468 114 490
368 25 173
782 818 687
330 633 790
597 641 187
83 77 807
898 880 318
13 897 851
628 384 28
159 964 409
375 906 681
139 789 896
369 73 552
604 165 152
754 853 998
376 626 999
204 349 603
90 259 630
848 784 327
828 726 854
673 899 613
440 18 712
74 548 185
59 502 225
465 198 874
638 272 886
606 452 207
745 826 311
476 298 303
531 536 453
303 318 817
455 959 483
759 775 889
113 436 674
3 540 47
786 952 788
308 135 172
243 180 460
159 537 224
667 939 835
207 250 857
433 963 201
608 637 24
112 863 782
957 933 487
558 666 765
254 907 716
512 151 117
739 343 554
755 592 124
812 212 822
240 58 286
224 319 133
100 48 731
692 423 502
26 627 161
585 468 618
25 898 963
255 610 760
966 740 53
417 877 442
451 752 888
170 273 256
465 362 937
833 608 95
163 625 179
936 853 542
195 208 593
581 729 229
292 453 226
647 78 338
114 372 709
328 103 727
524 271 477
353 701 531
557 309 724
233 296 559
981 451 434
688 981 225
289 259 700
145 278 933
389 237 440
838 287 322
930 75 72
708 652 876
994 1706
123 274 223
559 470 650
346 421 959
162 307 571
796 595 961
925 151 350
629 585 290
941 856 754
229 158 952
727 304 938
755 701 227
65 714 539
35 302 94
572 259 943
978 905 267
569 671 811
266 869 332
115 255 520
584 980 974
693 228 678
263 640 231
228 275 454
305 792 740
626 380 220
797 160 389
596 702 416
418 753 655
148 827 598
385 674 151
47 478 488
544 551 505
418 283 83
594 877 794
441 531 322
606 825 367
902 15 78
217 606 470
110 45 403
128 970 675
127 879 896
794 67 884
302 140 595
126 629 494
32 514 123
520 154 246
164 339 666
947 305 612
560 160 743
724 368 927
194 510 519
78 933 499
273 573 844
79 18 605
968 439 54
104 219 632
883 5 500
135 238 372
497 712 99
769 90 436
385 817 907
221 681 773
916 899 401
355 129 931
484 785 651
707 65 53
846 734 952
159 91 92
511 160 985
383 699 415
399 828 247
951 80 410
279 384 786
442 129 303
372 145 788
704 728 947
32 26 283
861 913 873
101 972 249
505 564 318
603 140 229
674 603 265
82 563 768
84 608 149
896 659 255
690 486 189
792 650 913
141 327 817
439 767 289
548 975 484
365 821 479
465 648 860
539 843 36
983 613 390
338 96 77
100 608 340
25 387 289
287 363 505
853 688 53
280 747 789
610 201 528
517 90 921
629 294 51
184 743 524
141 181 977
430 684 304
75 23 25
598 783 625
987 866 152
793 262 676
269 82 938
803 729 300
133 26 750
45 387 389
829 618 561
632 848 172
668 663 959
877 393 63
39 667 792
79 770 708
245 122 517
547 915 596
809 412 127
244 740 928
816 77 925
898 741 661
988 604 874
119 330 30
564 167 86
915 632 473
273 660 296
237 373 880
820 447 548
440 834 470
580 363 323
865 34 618
472 865 990
742 883 36
988 31 8
352 955 666
677 561 904
634 325 875
180 278 625
328 15 546
151 984 285
535 857 949
911 349 234
320 725 30
950 845 465
18 796 411
47 402 800
268 114 232
359 888 356
715 228 829
802 621 950
72 742 587
953 184 968
976 377 169
312 641 416
809 894 404
848 499 197
448 952 397
427 663 202
661 417 660
271 673 263
209 592 49
448 638 230
735 226 23
719 773 656
238 299 920
567 549 313
925 776 243
155 68 4
397 373 461
908 669 937
798 382 65
914 249 676
844 882 970
717 10 426
288 721 834
131 416 152
84 704 867
257 872 777
842 384 197
830 336 870
283 764 138
113 561 796
834 133 253
683 941 509
772 130 436
490 441 883
706 800 829
676 600 94
412 853 610
789 226 850
892 631 518
481 687 312
862 770 649
873 532 795
335 132 717
729 9 876
162 356 835
525 250 157
146 947 217
850 526 131
683 461 681
609 370 457
222 456 49
787 277 72
602 528 423
753 889 982
887 677 411
856 95 223
891 908 806
15 120 368
150 619 131
930 471 885
889 478 448
751 419 810
518 49 343
358 647 933
897 126 79
278 321 391
554 903 180
231 98 172
635 950 617
824 604 510
986 85 955
879 866 382
628 560 700
822 678 173
858 49 290
283 731 278
369 87 905
343 183 238
162 773 86
435 277 601
638 651 702
239 947 8
622 352 85
255 984 961
205 846 466
42 740 150
79 878 651
194 904 685
147 8 801
865 777 651
325 482 338
694 684 885
933 201 615
156 396 832
319 586 506
769 116 908
939 525 538
324 628 735
477 762 634
50 147 205
882 344 643
817 936 989
568 606 112
933 38 52
967 73 452
765 976 731
263 789 614
26 394 81
350 845 904
371 398 690
681 742 443
804 565 371
653 397 115
702 477 592
137 9 381
394 74 191
250 245 567
525 114 885
884 495 639
327 414 76
704 931 687
85 174 884
696 232 724
842 572 963
905 649 22
210 604 348
730 217 455
884 30 724
145 931 261
289 114 88
444 139 785
705 54 18
19 134 45
922 739 990
705 764 864
895 343 627
458 303 441
285 104 169
378 534 242
788 526 482
457 131 433
379 625 386
923 128 345
338 903 935
277 48 671
954 789 898
667 856 679
214 215 210
366 485 99
552 518 659
269 204 871
402 814 336
881 888 340
985 64 881
735 465 585
980 327 512
406 826 446
715 73 660
357 322 539
266 569 744
258 24 887
278 125 487
358 909 470
62 661 544
441 241 121
847 142 46
469 69 794
106 967 245
7 212 2
288 64 676
451 512 539
84 70 350
102 442 713
31 135 653
334 845 176
590 633 480
751 886 137
736 384 617
839 586 74
848 44 647
669 950 195
106 904 322
99 792 899
854 385 954
750 340 299
378 60 844
742 293 701
497 91 511
80 934 833
172 640 498
479 626 940
134 434 211
424 728 670
581 217 855
935 461 39
33 410 550
918 382 164
119 683 815
698 399 713
875 478 321
68 641 298
24 153 379
871 642 805
794 8 868
245 400 598
937 628 145
143 649 462
856 367 769
769 807 533
379 474 530
371 83 450
818 672 599
328 601 267
75 380 946
974 7 279
22 971 582
292 883 390
323 450 619
937 702 818
741 688 366
200 750 732
392 394 266
880 197 513
186 344 319
125 187 490
41 457 190
490 272 585
805 172 843
683 917 518
499 139 818
248 885 989
12 918 102
100 538 245
911 410 67
507 61 509
720 201 433
269 719 562
444 301 190
634 636 625
610 549 593
162 469 232
669 87 600
345 657 371
335 590 95
616 581 215
345 92 308
484 706 332
640 899 400
750 598 869
842 560 126
401 87 389
797 146 157
179 805 300
486 982 620
897 91 994
201 493 989
665 449 798
937 188 33
374 448 468
904 778 832
473 35 878
432 185 9
13 344 954
682 373 1000
966 21 712
452 466 74
65 295 735
265 455 209
714 407 784
603 832 971
606 513 59
51 529 311
717 545 662
150 30 305
392 127 471
692 594 601
879 174 80
677 546 389
437 768 161
276 123 240
726 507 53
151 866 79
685 64 512
471 42 467
923 781 415
441 342 350
278 601 463
800 49 371
850 991 290
368 711 110
101 920 721
437 53 323
685 838 367
721 717 144
859 968 632
625 616 931
82 964 751
919 418 757
651 826 162
60 368 803
491 753 598
686 445 499
551 318 30
20 463 973
243 629 71
907 694 564
189 716 29
240 857 331
440 760 661
197 594 221
442 284 777
154 418 623
84 122 291
916 804 77
187 645 833
2 156 535
610 7 357
957 203 945
179 595 834
45 68 432
117 464 462
898 428 718
493 972 889
882 973 290
187 359 426
227 130 542
70 705 620
541 516 938
659 783 153
986 758 529
119 261 469
237 816 135
28 927 788
919 992 21
278 256 703
708 863 701
885 986 932
303 951 478
864 481 853
722 631 849
705 5 266
220 472 493
903 860 909
302 663 349
53 826 235
845 808 357
535 613 938
70 844 470
168 574 182
646 535 442
185 33 517
121 151 72
616 460 393
34 57 23
33 572 852
79 960 720
29 122 270
891 23 345
217 732 503
893 49 248
64 835 77
280 316 321
660 696 149
24 78 113
173 670 202
72 920 332
79 231 212
891 741 986
573 641 640
404 799 479
851 564 707
379 471 808
486 206 869
321 355 538
365 70 518
168 398 583
877 694 448
328 849 630
377 430 9
378 504 705
635 796 135
437 830 601
644 196 375
332 429 927
544 805 686
642 634 347
992 103 930
818 429 621
320 26 924
39 616 304
476 971 468
74 837 413
365 114 330
801 112 253
920 566 25
178 332 722
454 537 925
964 151 817
638 83 166
336 527 227
967 501 469
103 756 8
911 58 749
943 387 143
433 537 714
606 906 301
988 790 108
28 638 14
697 67 507
873 331 901
509 81 333
690 329 346
842 887 740
188 601 957
41 180 593
205 591 608
46 140 774
759 388 755
516 372 470
381 675 726
562 426 401
462 146 694
151 323 605
213 827 581
313 165 456
502 332 940
642 628 247
887 645 763
789 754 379
798 936 249
968 44 194
786 36 198
187 234 235
116 892 247
311 206 469
73 669 300
509 206 569
268 777 842
679 930 481
943 325 457
721 592 558
843 142 45
883 358 542
464 635 98
348 426 316
692 306 640
877 858 903
588 615 491
865 946 816
621 957 186
649 108 695
263 651 826
636 423 62
653 339 588
740 38 906
962 216 871
656 381 193
465 764 492
587 72 359
492 930 136
291 745 628
346 969 380
370 668 590
742 780 221
495 527 694
521 866 231
458 459 25
508 660 431
370 432 365
989 938 752
72 460 171
665 169 178
