883 872
484 551 322
719 610 289
444 639 -56
794 254 32
737 241 -932
503 160 -827
871 580 633
192 82 65
537 620 -262
255 830 215
803 500 -460
298 99 -351
457 557 418
640 180 673
861 835 858
121 147 -910
372 471 726
569 100 637
602 540 139
486 443 255
353 842 -27
478 748 -786
510 717 550
90 816 538
876 782 311
177 683 -351
281 39 922
351 479 -658
79 47 682
701 784 -538
806 593 -513
8 544 637
440 71 -145
408 2 829
405 544 -811
233 184 556
398 536 671
873 400 351
22 269 -910
353 872 -180
63 447 -560
482 393 663
526 579 -380
868 364 -59
367 539 770
883 226 570
2 635 137
759 159 -969
653 577 160
830 670 -577
432 657 131
321 843 -515
268 738 557
502 811 295
799 222 -321
544 735 -806
91 854 -289
825 585 -237
704 824 -802
428 479 -850
131 457 619
746 190 596
348 538 339
878 788 -458
672 238 -61
414 692 984
528 605 -524
232 381 -902
191 741 349
782 368 646
220 811 -170
500 174 784
555 56 423
4 765 278
240 262 -664
310 849 -128
69 254 -263
461 699 555
855 244 743
337 83 -61
858 807 -395
25 429 -353
461 775 -711
422 782 717
17 862 -661
353 395 729
395 651 -443
457 489 -206
427 492 -330
506 664 -20
364 456 -852
375 241 671
169 138 -589
202 655 664
320 199 64
106 155 432
68 198 976
327 488 -732
250 768 -446
418 468 -473
150 329 14
727 342 601
339 92 -886
21 441 -359
880 228 -544
415 781 -219
752 584 509
544 824 -424
791 729 767
312 337 675
598 305 -774
640 239 871
474 166 400
750 607 -676
35 609 676
726 242 -480
692 641 -934
636 103 -31
130 858 -823
220 275 741
169 754 585
513 622 -885
56 9 639
292 114 -807
305 461 38
396 759 786
851 562 -785
12 655 -570
848 718 -852
485 561 578
265 127 350
505 799 -253
845 428 859
162 396 -284
593 654 -696
159 551 -510
445 67 641
517 660 321
786 828 -740
777 737 -373
493 116 -243
759 588 -978
182 450 632
94 393 -628
243 145 -118
797 152 575
726 55 281
610 143 -356
630 724 228
767 54 808
97 637 -845
70 569 64
778 486 54
282 92 382
269 447 -132
447 467 980
546 421 444
744 700 -391
231 41 343
213 283 191
828 436 -91
428 843 435
174 334 -744
357 262 -366
427 687 -990
561 700 91
670 266 -889
290 272 520
859 11 365
29 750 -742
261 6 376
636 380 -144
442 417 -885
372 345 24
35 542 917
566 774 857
749 747 -774
58 129 -698
597 272 -520
313 219 402
679 194 -883
212 675 -212
100 172 -613
336 541 -309
480 327 360
593 701 952
39 226 -406
157 738 -121
563 253 -7
849 506 -647
351 478 922
120 454 -261
589 265 -352
484 635 877
522 855 58
737 448 -94
532 254 902
154 177 -421
298 78 492
734 241 560
849 663 228
418 705 256
695 232 632
651 858 602
784 715 -716
220 568 967
281 259 788
850 167 712
827 871 10
251 543 0
94 442 -501
476 199 -951
230 237 283
172 179 362
32 864 220
346 733 837
834 634 -554
714 166 -586
855 443 799
264 727 82
694 191 -554
65 294 309
797 221 -764
411 410 904
734 467 -431
506 201 -154
609 369 -789
101 784 218
594 388 505
638 185 -337
587 27 -290
353 25 -73
558 32 -534
555 191 -178
521 627 -739
292 355 879
584 201 -787
837 585 -852
256 365 -299
570 704 45
511 82 313
86 514 -758
877 794 685
742 162 -440
730 4 -284
83 837 -513
211 779 99
517 818 786
859 415 -339
106 123 152
607 128 510
52 408 -21
42 736 191
546 4 856
239 856 -374
635 730 -801
418 869 -701
729 492 384
214 476 134
642 556 715
843 859 302
694 640 -861
218 741 -769
250 118 -133
800 277 -423
413 510 754
717 384 473
455 673 -635
508 356 -213
489 649 -346
53 415 -548
410 702 -934
457 255 -240
311 520 809
754 543 512
790 194 244
544 325 -204
476 560 870
35 18 -896
834 214 295
214 448 252
554 591 507
162 234 -334
321 729 -676
367 510 602
647 630 965
800 6 -285
177 153 -348
31 803 265
278 617 -732
732 72 -884
465 698 765
769 720 846
877 631 837
653 341 -839
629 561 -126
699 665 204
261 864 -825
406 56 444
490 619 747
786 859 74
495 348 613
13 136 -617
301 318 440
109 413 742
378 789 -180
822 653 -278
318 883 931
498 626 817
719 522 -225
112 613 -19
417 71 -268
720 567 984
167 835 462
244 785 -802
33 23 -675
245 490 -381
156 850 992
695 603 -561
625 188 -10
874 410 -228
90 95 748
79 264 -945
342 491 -466
786 142 -313
710 172 -175
52 166 -838
106 57 588
463 338 950
438 491 -513
456 69 488
282 361 -46
718 484 -778
491 208 -222
683 679 -87
197 610 -746
113 734 253
575 289 -844
46 110 725
35 628 -838
528 661 475
154 81 -188
614 554 193
470 820 -635
697 497 542
254 18 354
193 301 -47
47 683 980
344 248 880
872 792 811
710 610 -762
761 768 920
770 537 152
366 797 737
441 511 -10
291 704 180
231 345 321
227 434 994
610 282 516
63 824 -126
199 474 186
86 141 -678
180 576 -439
516 251 -125
235 623 -839
524 833 -673
607 362 -123
809 733 137
877 662 385
353 443 -593
416 629 -533
487 501 137
408 41 -947
101 328 -734
237 333 -158
450 508 -550
379 692 734
816 117 -645
393 303 485
209 547 -510
611 746 -615
379 97 -219
551 300 -136
641 166 -169
764 315 420
659 612 164
297 36 -342
30 58 628
608 177 -526
86 341 -207
631 151 191
135 8 575
333 332 464
242 43 196
365 9 50
189 513 -927
758 245 648
266 363 -975
140 225 376
483 564 -847
808 755 -784
597 42 866
579 188 -192
301 300 -9
477 737 -633
474 5 963
798 556 549
230 466 -476
250 843 -182
65 639 664
573 134 600
550 449 -739
193 601 -988
803 623 -249
420 106 -222
739 71 -317
98 465 517
505 497 465
215 594 -791
353 334 -168
475 404 -60
493 174 -265
122 252 -642
262 543 883
203 882 -348
326 239 360
179 581 937
148 326 505
428 857 -661
842 148 778
651 658 296
618 494 368
859 109 928
260 312 625
141 304 191
639 186 550
242 17 -712
324 286 109
642 558 -358
431 183 -474
445 790 694
740 502 -579
221 528 -851
581 563 -151
457 711 0
785 620 -336
142 9 -369
199 576 204
588 128 147
92 243 -127
618 108 -53
375 694 -833
124 123 569
77 443 517
92 341 -584
541 592 28
844 283 -746
772 233 -613
551 683 -583
514 355 -490
393 504 59
385 56 -156
488 125 -866
36 161 893
631 797 847
435 581 550
802 615 -862
552 703 79
432 358 37
852 151 -689
591 494 -447
604 654 459
87 542 354
279 766 551
212 785 792
375 279 -742
771 392 -759
836 352 -667
651 203 437
493 622 -853
264 74 203
42 242 -822
520 132 -522
761 127 -783
170 107 -515
205 674 -28
576 725 407
38 484 388
122 658 228
221 490 -152
227 252 630
409 316 -688
634 579 -244
721 139 810
356 756 -203
470 660 782
148 18 -834
307 800 359
225 222 -630
61 376 12
823 309 550
661 622 830
488 511 -701
727 359 -398
192 390 538
582 733 490
783 414 290
229 165 -942
87 162 858
218 569 665
620 513 607
657 112 80
627 299 -287
830 443 343
278 374 182
25 617 -645
679 10 -298
836 832 -515
362 521 283
658 228 -923
61 365 331
468 628 -329
562 488 -191
844 658 294
152 460 -340
671 724 -2
815 373 -117
315 418 -919
278 124 -917
762 829 -859
364 622 -459
62 341 -131
