9837 28759
5277 2984 530
9801 8747 -678
1265 6264 -916
5892 4727 -962
1096 2558 -764
802 9203 309
1735 6328 772
8169 8834 350
245 4217 82
5886 7647 81
3988 4776 277
512 1854 141
5319 6858 -14
5905 2536 407
141 6197 207
5828 6732 -598
8988 4128 542
7824 1761 955
1670 5990 -479
65 3796 432
5712 8295 -671
4919 5238 -916
6672 4173 793
7008 4645 869
760 5761 -384
3421 4900 -234
7018 307 -634
4264 6845 309
1615 8354 -671
3723 440 501
8286 209 -182
38 1860 -280
6481 6809 406
4085 7531 -566
235 1760 737
1358 5485 -912
7584 3801 -324
5508 8839 -431
196 405 -463
1607 6024 -964
1847 9536 -685
7512 3130 -670
3799 2018 -914
5853 1541 -298
7176 1125 -46
8728 1112 -759
4514 8821 886
3039 3905 -46
2118 1538 -2
5521 1870 -932
7722 9000 465
3780 765 628
8906 561 -683
4473 6554 -583
7368 3860 478
9560 3107 -110
3343 473 -36
2428 5492 -158
3755 9259 -370
985 9811 -135
7294 7791 -239
468 9389 140
495 5963 108
1457 3813 -801
4201 2682 994
3464 5832 -560
7354 4304 846
5101 2881 631
5464 4427 557
1182 6379 -19
1939 5049 -908
3215 1789 584
9339 7977 -686
2117 7485 59
6886 6078 -758
8435 4515 -569
2057 5175 -6
314 6691 981
7252 3794 -733
7268 7818 -854
4826 794 -802
5931 7521 623
1671 655 76
2601 219 485
6968 9454 468
2735 7565 992
4214 7951 18
911 2656 -298
3348 4140 -178
1989 2291 148
5078 8570 -534
6765 3854 -773
1453 2654 71
3508 7214 549
3601 5925 -642
3358 3064 950
4160 3475 887
4463 1130 -22
3939 1751 926
6007 5983 291
1841 5052 390
5420 3055 471
3894 7379 -928
7903 450 981
3988 6787 -355
3578 2981 -272
3782 2192 512
5840 4546 -82
4668 4736 760
7977 3190 -900
388 3224 329
9377 8483 665
1855 4351 -504
4595 7608 610
8969 5188 -778
443 6960 -195
5024 1225 508
5279 6376 -401
5472 2153 -730
4793 322 -604
5731 7818 -360
6716 2507 -57
6050 355 970
7166 1326 -433
8796 5948 228
4282 981 299
4562 6756 9
3233 5478 -362
5045 8303 -946
8948 4404 -22
1148 4408 -270
2685 3500 -704
4784 190 476
421 629 -992
458 2703 -931
3711 9711 -538
6147 1280 -442
3489 6365 -37
929 1168 902
8975 5879 876
5071 993 858
6214 1662 -892
8753 6161 -603
3495 1229 57
9794 2389 -834
7751 4990 119
359 8110 -448
4838 759 908
216 1306 -255
1779 7521 70
8878 7797 870
558 2083 76
5798 9701 37
5423 3753 -348
5102 9469 270
6456 1908 -76
4871 7081 813
4557 7035 312
1935 3385 -971
9739 770 48
6205 7825 -347
7731 8767 -120
5327 8733 -351
1002 5031 -629
9007 5729 -795
5648 7409 645
2582 3488 -425
4637 796 -381
2541 2962 378
6983 8313 -40
6805 445 875
4397 959 -807
1562 750 -742
4458 5749 344
2812 9344 725
5889 7100 929
755 2734 114
8371 5207 649
7073 9389 783
8128 2740 -80
5359 5715 658
8839 4840 -757
8725 7446 -222
3830 3966 893
320 4725 879
9821 6743 15
168 616 881
6303 3407 484
7279 3500 988
1303 5522 708
1166 3314 -281
8007 5616 -141
2494 6766 967
3062 830 -658
8608 8478 -415
3979 1233 953
2593 1900 19
2024 4763 -296
3191 9173 640
9625 6075 -398
5307 775 147
2025 4691 -978
327 6323 -585
5517 943 -400
9310 7122 375
9736 8915 -487
5585 5609 223
1760 3423 -973
2247 5332 361
1133 6992 -27
266 6441 7
9277 8718 305
2681 824 -642
6658 4238 13
2689 6247 485
944 3029 -118
6057 5173 229
7160 8387 -716
2902 7785 911
654 8084 -271
7659 1007 -452
8038 8076 962
8039 4204 32
8927 7546 901
7450 6557 330
833 4136 14
2276 7038 -201
491 7004 -303
6667 5070 100
2677 7649 836
1316 9320 788
8771 2579 -715
4017 1622 -71
829 2817 444
7304 9329 -14
5131 8208 -385
2021 7768 -450
4205 9416 -303
8247 6571 -133
9753 6119 -46
3735 5784 -53
1928 2760 412
1482 8363 -367
5685 9700 -743
6373 9342 417
1310 3540 -635
7832 4819 74
8512 9136 152
1740 4657 -15
6925 6439 474
4689 6111 627
8823 1400 -621
618 8803 -475
356 8063 -146
3559 5164 857
9000 4189 52
6072 4370 382
3458 9469 505
1783 4452 -815
8689 891 -785
9765 131 -883
9825 9021 -326
6531 9192 773
5733 1920 47
5866 4820 294
4833 3559 469
1198 9276 742
9181 5746 -970
8051 7690 -398
6637 4228 -362
6507 2030 -633
2265 9465 -675
220 2501 -728
4063 2967 -786
3144 2744 -386
9757 653 -620
8885 4150 -739
6410 6020 297
5016 4518 -86
2510 232 819
6620 1308 286
619 7980 -417
5008 3914 423
9786 160 -633
5210 5121 73
1044 6379 187
4460 9458 161
5365 9617 868
1552 790 741
5841 6881 -146
1013 6819 -915
4720 6921 789
27 5119 124
716 4141 -336
1176 9199 608
2517 5957 -910
3195 6696 353
1320 4911 -15
6535 1926 -637
2818 4236 -847
9772 606 69
164 2682 -668
9351 2909 -182
4800 6814 85
8592 2827 873
1287 8011 668
1900 5256 -999
3312 4467 914
7869 6003 820
4277 6072 714
1952 7350 342
6955 7495 -403
7181 9234 -960
1406 22 629
9474 2962 726
4868 8216 -59
7393 2956 -980
3273 5083 -700
4989 987 -261
3394 4091 185
199 4907 -311
7500 7419 -203
842 8713 -538
2489 1830 -364
4862 9155 261
7481 5427 -373
2316 4969 762
4732 3466 899
9753 6893 -301
1333 4909 918
9394 5180 293
7199 8883 556
335 5485 543
5678 5536 -694
4703 8785 -383
8842 5971 -259
6784 7421 856
9760 8312 702
9577 3911 -443
1633 2726 -140
6204 5656 -237
1369 936 -970
1283 4996 -707
5726 3485 -95
5838 5178 650
4132 9680 -249
233 4651 -155
8385 4969 -600
6590 6831 380
7433 8370 -425
4784 6868 -635
1 1205 238
3250 5661 84
2889 7491 256
1906 2386 800
7447 6108 -279
7226 8640 898
5081 5369 578
7651 2949 765
2037 8337 -516
852 9352 -974
4627 6082 -59
4266 1696 -949
3287 2869 -581
5776 133 422
439 3807 192
6670 3356 -711
3815 1706 -403
3888 317 348
7681 8026 37
3147 9698 758
1451 680 -150
3840 490 -201
7813 6972 -505
7208 2060 -984
999 8958 67
9619 9319 -419
6566 5211 582
3025 960 132
1563 1916 -612
331 3799 -832
2691 1834 638
5093 4047 896
7458 4951 -562
2300 1483 -869
8271 9602 -732
2197 5783 -554
137 1277 -925
3549 1703 177
3656 6105 -609
2632 4321 -116
8375 4049 -373
831 9814 -948
6111 9650 14
3382 5864 -937
5114 3670 715
8100 3788 -206
8953 2060 967
9662 2103 321
5125 6051 362
5435 8811 -202
4018 5556 -616
8523 8024 210
7929 4192 903
6928 8887 104
4234 2172 -419
3569 4536 928
8834 2306 350
2357 4173 -56
7057 2158 -82
7782 3729 -804
9762 8059 783
4087 1424 -405
9443 743 -522
5488 3233 83
3760 99 -424
4333 63 774
4870 2328 720
91 517 -140
5634 7495 -866
9355 3049 468
3715 5585 739
7197 7466 -68
7040 4533 -660
6390 5292 263
3569 413 594
7173 5512 907
2824 9591 -722
3158 2424 60
4765 9300 287
5262 4929 -856
3783 8655 937
8606 3577 812
1352 8499 -869
3363 5528 -956
4259 6129 708
7122 8095 -686
2961 6610 -577
5056 8289 553
729 5541 667
1418 7243 -58
1038 6018 -924
4216 7814 832
4037 5509 310
8719 282 -835
5453 8733 -869
5013 4190 477
1151 332 219
7221 8097 785
2574 7373 325
1108 5451 -876
5668 4144 274
9821 9307 282
9775 1676 -62
2382 6415 -513
9519 9184 322
6821 7282 22
4310 3346 -78
5495 8826 -91
2946 5799 553
6954 4702 -696
6270 4682 -147
7891 5618 -937
2859 7558 -698
683 1896 781
656 2154 -795
2958 2132 344
4963 3918 -230
386 9569 818
6129 8836 -595
7648 6032 -931
7754 2068 -256
2488 6360 778
416 7251 -850
5456 1950 -654
1774 4526 17
7896 6957 -444
5133 5141 -226
2241 1335 541
4456 66 -763
4809 4738 544
117 9034 -920
7040 6599 -33
5523 2680 807
9188 401 -895
2405 186 799
2148 2684 -383
6108 399 -768
3544 2809 65
6193 8966 -135
3826 1551 -38
2603 5656 792
826 4285 -985
9123 1342 -492
9141 6971 -567
2287 6189 -62
3709 5926 322
6144 3998 372
422 7021 -172
3408 6678 -836
8265 6700 -212
4750 2759 -63
4173 6772 -327
2628 3303 25
3452 2290 -796
9574 122 243
2111 2403 -234
217 5377 -965
1446 1908 -229
2738 933 -9
3315 9271 177
7475 5770 -551
178 2675 170
4073 981 -747
7186 7087 686
199 5254 982
2782 7552 946
6557 7044 560
7185 3975 382
8573 6555 -590
9548 3431 167
8051 2103 -160
8655 866 -573
2085 3591 467
5391 7441 -309
3256 9107 367
7711 9107 -783
2699 4682 -593
1464 5822 580
1026 9128 -304
974 2627 -692
1468 6195 221
6097 8161 683
8818 7438 269
839 7742 -659
6222 8600 4
6715 9484 198
4399 1941 890
2033 4976 -919
6849 2544 -799
240 7587 -112
3836 1216 -115
5615 4524 689
5203 1364 -941
6100 2660 74
3032 4993 -701
7089 932 -284
4915 5344 265
8172 9230 -410
2564 7685 945
3312 1734 -635
6970 1051 -767
1462 420 550
1059 7657 -427
8236 8036 854
5255 8861 -50
3106 2845 -454
1877 4555 -624
7638 5156 -700
2561 3909 469
7435 35 -938
6885 7436 -800
6312 5478 75
2043 8447 490
3433 9771 986
9646 1652 -505
5509 8221 687
7608 5052 668
4554 9693 660
9017 6251 978
9169 1475 102
9544 388 364
5559 3918 820
8125 2386 -508
7487 7818 -482
4054 2570 198
8321 1495 -348
4762 8654 -342
4396 4476 -133
3031 854 456
9238 1292 815
1415 6297 -453
7540 7484 425
1210 1010 927
6242 867 278
3286 2105 310
7042 4004 475
337 734 -633
1996 6926 767
1972 2108 861
8117 2104 -185
5554 5502 431
168 9452 389
9724 3077 484
9036 2341 -293
6827 3384 392
6786 1503 399
936 4092 861
5777 6250 765
44 696 497
5707 2727 -959
6784 927 -841
4122 2200 208
553 2924 473
5140 5985 -52
6187 2985 825
2837 112 -765
4640 7696 515
5703 5597 -602
412 1074 -211
290 6219 -217
7058 9204 -333
364 1816 664
4680 9178 982
9194 3415 14
3286 2524 358
1044 4327 -408
7072 1559 185
9556 7018 897
8737 8367 -306
6383 4518 -766
6246 5723 -689
3419 5839 -921
5886 9047 -918
9803 1953 -845
5856 4467 -218
4504 7457 595
8659 7778 936
6379 1919 -924
1379 4213 -941
6190 6429 -739
2935 7947 -550
5591 739 987
8763 4024 -259
3169 1273 -492
4852 1600 447
4445 3876 18
771 5329 587
5717 7714 -643
2667 1927 661
8810 7532 -136
9606 7427 -565
5290 2574 387
7088 3118 946
6780 1377 58
9755 2752 -659
2215 8998 170
6473 8190 118
6855 862 -931
5413 8318 -472
4555 7338 -392
5524 3793 484
8840 2623 440
8651 5189 -266
2956 7116 399
1245 6560 537
6625 3439 98
3583 1859 33
3821 6537 373
6693 3763 687
658 2625 -476
6999 1851 -869
17 5188 712
3727 7873 46
9828 2518 -991
6527 5777 617
4102 7596 166
1323 3407 -432
3960 5417 -165
5682 8427 970
1098 4946 -93
8552 7256 -475
3267 9294 900
1765 5943 943
6793 7233 783
1104 3577 931
1844 8382 -817
3331 3914 -159
2193 469 -797
7271 4652 620
5552 5113 -113
5465 7903 445
5926 9743 -993
7143 1354 998
352 2035 -768
9813 2625 909
3926 8445 -334
6670 1440 -550
9643 5396 581
2772 7547 937
137 3553 546
96 1518 -630
3348 6274 984
130 2738 -935
9016 9117 -180
7553 1495 -648
9088 1351 831
8432 7852 -613
6756 1647 279
6500 8177 897
8134 7916 -38
6776 7966 397
4872 7824 -53
7589 7567 -843
6099 72 388
6041 2171 -286
1037 661 -723
4705 4068 -878
1887 8483 148
620 6695 -190
6109 2731 50
7249 6770 382
6639 3883 -505
3209 900 -251
3645 7407 674
3332 1695 574
7906 5958 677
42 9319 15
1677 9186 -463
9646 8587 -948
1904 5266 -128
6948 715 -1
4533 9025 -811
8860 9634 -54
6132 9192 314
2946 8563 419
3183 5547 -261
602 4282 -490
7675 2438 -867
9060 3713 -299
8848 5297 167
4649 3522 982
5437 6259 966
8871 7996 -238
41 7137 -193
6933 3294 620
8112 8903 693
66 6021 -461
8609 9500 -663
5965 361 156
5271 4638 78
1741 9698 531
9658 9683 265
3143 7233 -297
7429 5740 -741
8041 6477 857
9277 9448 719
5868 8001 -97
8531 9795 -886
7011 6003 291
6314 6005 -274
1802 9337 -155
3201 4205 456
3271 6746 -53
1968 5312 -983
5880 5419 956
7988 2117 484
781 6335 -746
923 95 603
5900 3566 -222
9069 6178 474
9247 1189 -998
1353 6701 12
4023 2214 -671
8630 9492 -442
4234 5762 -269
1425 3029 -418
5448 9009 492
6168 4959 -956
5616 1007 845
9771 7514 -309
9058 8087 568
9614 9636 50
3335 4250 -939
4107 7686 -651
2563 4977 -506
8062 6712 636
7148 6164 619
9827 2920 -677
2056 8115 -200
4232 8286 402
8865 9288 879
9183 1083 -449
7202 3295 44
3845 654 -7
2059 9739 457
6427 7228 -389
9176 3915 -436
3033 9292 -4
907 9266 -118
1183 9563 -72
2464 5558 -589
3350 5135 -398
5996 2682 776
1209 1225 -838
277 84 409
629 8602 362
7671 5304 360
4288 9517 -82
8227 8231 673
9214 652 -339
8383 3664 158
542 8450 135
4493 1993 714
3252 6757 -211
8868 3357 -51
5293 2475 12
3843 3342 475
7824 7290 -890
871 624 242
9166 1292 961
8396 7678 937
8662 4682 -111
4224 1475 172
9247 7727 -110
8103 6875 -768
3118 2780 -799
5025 772 -934
4371 3242 218
6969 6021 -837
6594 358 925
2192 5077 658
8929 4607 243
3871 2807 -611
2723 31 327
6074 7204 -505
6848 8384 186
9419 7726 605
7566 7831 237
4822 3101 449
5643 6007 -615
8180 9825 -919
1773 9641 -82
1042 274 -181
5877 1816 336
3051 6070 -430
6130 2870 70
8822 481 378
9754 7010 695
2189 6573 -493
8020 5873 106
6189 9624 975
2271 3225 -277
7229 3113 694
6841 8745 483
1548 1772 -311
8448 4642 -492
233 1340 -873
3912 7559 721
960 287 -568
5559 9390 -649
5650 6696 -822
326 2592 544
723 7758 758
607 405 -240
5116 9624 -513
5681 3217 147
8995 33 935
2966 3054 -548
3726 9317 -909
1449 7508 -207
916 7271 -25
9598 4902 -492
4435 5584 -580
5322 4261 -280
2192 1218 -282
6087 7966 404
9768 784 402
6273 8547 622
5109 3523 749
8351 1017 -109
8922 4903 -884
2664 2497 494
8440 4027 449
2014 4686 -535
5246 7265 357
3571 6536 -741
2443 604 651
1713 2252 308
5163 1961 401
1360 6287 -613
8538 205 -523
1811 2506 534
1285 1859 -497
9489 3401 848
963 15 -960
3154 5430 -534
161 5030 22
7195 9499 903
9252 1105 -567
4945 7224 -761
8707 4586 -976
7379 7028 277
7866 8334 183
468 7928 211
5676 3933 412
432 3042 650
7813 4589 -973
738 2472 142
7546 4247 -352
5004 9063 448
3130 9496 422
5406 4280 -924
8637 6000 -290
1264 7548 -364
4485 5713 523
4171 5240 157
3709 3792 -589
159 7416 -338
2151 5132 510
7034 1002 -594
3650 6640 -543
6151 725 652
6296 9024 -946
4185 4214 -4
9784 1792 -192
6139 1483 247
8411 2738 -734
3507 8220 -712
7861 4567 623
6778 9621 650
7378 1291 -142
6645 3109 -377
914 7462 -926
4407 2083 114
2999 7918 774
6506 3694 645
736 6221 -147
8117 9152 227
6052 7628 -847
5291 1102 212
632 7370 -784
565 2278 -139
3683 2825 -556
119 4510 -682
351 7512 55
3423 202 940
667 2844 -623
8002 8486 -716
1301 5258 949
2614 4700 559
9660 8243 -16
4469 2970 456
7831 3234 -880
8160 2729 762
991 4215 -400
4329 2142 8
9369 3375 -635
8069 265 65
3501 6633 -705
5949 9727 398
1396 4690 982
2982 2872 -663
5693 7423 651
9394 4965 -760
3381 2853 -952
6592 9608 49
2699 3162 -719
890 5032 -547
8853 4507 206
996 1670 82
2514 8543 378
2948 8310 -241
5552 726 -714
9032 8691 562
4809 2543 -176
6930 6235 -26
1331 6145 956
2046 7186 -329
264 741 -35
4896 8496 786
4320 7552 -416
8270 4735 681
4443 4997 756
8741 4004 -636
5200 2733 -848
9138 6313 74
1421 9124 753
8610 5985 663
8124 2814 747
1269 4944 800
7041 3072 -960
8875 1764 147
2862 5470 -645
4978 5482 -904
2111 8066 885
9717 5406 -734
7025 4580 -73
6919 1881 180
9302 5628 496
8000 1798 482
1975 8744 582
5118 9178 547
1690 4616 897
4982 1316 220
3888 5170 353
7435 3376 959
7418 3006 -899
347 8171 185
2540 8415 878
3160 6966 -418
2409 5501 -396
673 8024 -446
3179 4570 -484
7860 806 169
3210 7240 -693
2111 7483 288
1907 3425 214
3554 4515 -695
3445 8129 -39
3713 8205 -817
9162 1589 13
5461 6751 -496
4244 1744 834
4534 6642 296
660 4989 -274
3712 8151 -838
5785 5684 491
2354 16 631
6174 5251 760
8022 689 105
2700 272 362
4186 9626 -774
6198 2185 -328
4715 716 89
8105 4506 140
7667 9536 133
6537 5768 518
6642 4013 -520
4725 2602 948
8921 6438 -30
1321 4946 144
3613 8913 359
1832 415 -759
1604 3271 960
5291 9548 -390
463 3812 -820
2326 2884 -331
6966 1004 974
6636 7560 458
3429 3539 918
9737 7047 488
7417 9002 -115
7341 114 21
891 7507 927
5986 4602 974
5720 6703 588
4465 4594 994
4270 8536 990
5518 3427 -319
2175 8809 -581
9400 3020 -964
3697 7904 226
1125 5783 -388
6822 4375 -77
4521 838 -432
1980 9837 553
7419 490 725
2378 548 716
8117 2220 129
9761 9692 177
4591 5260 267
7072 9056 252
381 6613 -373
260 5938 524
518 5334 -841
3252 4030 -769
8067 7271 -276
7100 2983 -70
2074 7055 972
8775 2724 -195
7696 7354 -728
4158 3270 751
7662 810 -792
4826 2993 48
8009 3925 -737
2247 7057 390
7850 8658 -278
3607 7326 178
4414 9424 -465
6138 9703 248
9529 5220 -663
3364 6367 343
5118 9186 -275
8744 6422 -100
8483 9782 856
8471 3633 696
2204 5617 312
731 6454 368
3178 1165 -673
1947 8645 -168
45 4004 -580
7835 4404 -952
5679 3687 870
2143 1959 949
1111 8359 -517
7751 371 653
3424 7500 578
2509 4471 264
7041 8283 818
925 622 -457
8806 5636 -381
5265 3515 -699
8270 7259 489
7179 1460 -749
5118 3181 787
3887 6155 -427
8465 6112 -331
6509 6019 985
862 1720 -432
8568 8663 -811
4565 5471 250
597 6185 228
1797 4253 -75
2094 4183 -642
8517 7767 -226
6077 1404 -785
4035 5007 644
6978 5902 121
9308 1158 -468
5735 473 383
3568 7673 70
3518 4400 -840
110 6547 682
7840 3435 720
4664 2484 -845
1800 2874 565
8801 5794 625
4662 2178 -661
88 5290 -141
9709 6617 939
7771 6946 465
6644 5273 914
2490 4317 895
660 7640 871
6718 873 816
6947 8461 -556
4269 3016 -606
496 6788 -702
3576 9296 419
1016 4059 562
601 4399 445
7358 8741 -5
6014 4787 201
2915 2788 -299
6163 1898 -206
4002 2281 787
7258 8487 621
696 7319 626
1236 3676 -386
6784 3437 -982
4331 781 529
5436 6434 -131
9044 3859 -84
2084 1549 711
5296 1236 806
3472 8158 577
7024 8846 -920
3224 8174 17
3252 3818 -64
1069 973 -125
2626 2628 -320
8110 216 -711
5254 8467 966
1129 7722 964
121 785 -80
5542 538 496
9308 3708 -311
5326 5241 -278
5961 4762 -866
8964 86 698
3286 5692 -395
4298 9683 823
2764 5699 -935
9153 5303 517
1248 5393 -508
7004 6049 -588
2628 8654 -307
6128 7779 -330
5063 2830 -317
5355 7391 -147
3981 3245 -548
5506 4238 625
2965 5571 -368
7397 7213 883
6395 2395 -112
4164 2819 817
8744 5628 405
9428 7168 658
2490 4586 -317
1829 5173 318
9623 4716 206
2963 565 911
7268 3341 -302
9104 6406 512
7605 8803 808
3424 9084 913
1305 448 316
7799 7068 522
5990 53 -165
7486 295 539
5585 2404 290
6908 7949 -341
9145 677 -16
6247 1919 848
5014 8507 582
3354 7117 -662
5080 2068 630
8459 2967 -143
2093 463 928
436 3053 -910
5368 6592 73
6520 5977 348
5324 8910 -573
1653 9650 445
5397 3746 -388
2336 9553 805
5889 4763 891
1657 633 286
4497 1267 495
4345 2636 689
5569 3660 715
9694 6247 -625
7509 4994 -124
8502 1902 -336
2859 6405 -259
9169 4171 388
3806 1432 924
8406 6617 -303
9259 5740 876
2344 7629 -72
6840 8346 942
9059 7020 -689
725 5540 456
9574 37 -939
5249 5532 -812
8891 230 -357
2997 7479 -189
371 5106 -247
3162 3457 -381
1784 8029 -433
5730 5985 712
8539 2796 80
9523 4104 -918
7498 7541 517
3019 4949 -715
3422 3726 -169
382 7682 120
6167 8540 753
4574 7897 -993
3743 9509 -2
6877 9534 253
8105 1223 -103
319 8104 -600
9383 2072 -294
712 468 -10
5761 1071 -388
6997 4281 -871
7073 2278 -443
2840 8795 209
8017 5016 -960
6418 3067 326
3274 7265 777
7957 6473 -217
7688 1274 550
4614 5404 -687
5895 4256 556
5822 9083 -731
7289 342 -90
9022 8779 -169
5990 313 649
2131 8066 504
4902 4842 -674
444 3602 -53
3255 1650 -379
1760 2788 -703
67 9107 -425
3685 7959 986
8278 9344 -166
2658 3687 194
8563 6360 929
965 6573 104
556 4705 -811
8749 9813 830
1675 270 -59
7339 5038 343
3387 2611 -330
4 3639 996
2158 7854 982
3409 666 -725
3406 474 -107
6416 5343 268
4304 5122 -998
7345 3600 -329
9576 9714 -904
2959 8715 353
2001 3954 -743
3973 7581 -511
8627 2160 -410
9657 6567 88
7524 3079 -976
4433 4197 -54
2169 6905 -307
9835 7171 -869
9210 1194 -953
7699 5449 -241
865 9466 -410
332 6707 847
921 2676 -373
4744 3721 -582
2057 7663 736
1848 8025 835
3274 204 107
1032 141 606
9603 8396 -750
573 9379 -874
6193 3794 604
4474 2997 377
2156 2584 -860
6413 1422 -50
4492 7436 -838
5678 6607 -622
7679 9697 -482
8833 9254 -905
8614 5497 762
4117 2854 -903
1487 2197 570
7740 8834 -723
3518 5900 216
5108 7194 641
1538 4811 -347
3129 4677 -79
3478 2094 462
6720 5610 32
6805 2265 -158
4962 1072 464
3382 7129 -375
2114 7776 -97
3534 3258 544
3042 1331 100
7151 8216 360
1048 475 -281
2605 7221 57
153 8967 -963
6168 9018 -728
9293 3560 -386
6716 4024 -596
5187 9520 265
4459 1821 629
170 2245 -812
9357 1986 -204
934 2139 -325
2505 7234 -464
2527 4789 147
5858 232 -739
9063 2558 799
988 6348 459
4949 4969 20
7296 6539 485
2308 1686 -28
1238 8899 -119
3865 3756 157
8803 7726 408
8999 227 -567
3126 1328 -140
950 9340 -622
8608 9494 360
7193 5739 -988
6233 9436 -60
5797 575 -138
4563 8034 -451
7117 3100 -669
4405 7311 983
494 4137 941
2244 1746 251
6346 4016 240
5931 148 -74
3586 6532 769
5801 6935 -353
9694 5501 389
481 5193 614
2368 8299 -903
2755 9387 622
2409 5699 -589
4440 3999 916
9305 8328 -84
3290 3680 -552
4011 4619 677
9502 5836 -828
8310 3771 832
3586 6909 -194
3781 3512 277
2905 193 -420
4414 6468 -443
3129 1589 923
4517 7916 987
3233 6040 157
4285 5179 -847
5385 2038 -2
8687 8890 377
3615 5109 -534
2049 9126 879
2569 687 228
1789 3828 332
9015 5783 -460
6207 6828 284
2347 4055 968
8332 2014 355
4965 2505 -975
5943 2579 -651
3904 3760 954
4434 708 482
37 7536 135
3402 7882 317
3317 8621 158
6857 1917 -583
9350 7994 570
2339 1395 -100
3275 2324 62
4050 9546 506
2927 401 -237
573 4966 127
7179 7300 -51
4121 3223 -905
1528 7839 -510
7563 2185 -786
992 5062 843
2636 1551 -687
8984 5381 -610
1649 7956 -104
3505 8575 209
8024 6141 -32
8989 1858 -678
8835 8647 -328
3737 4781 -183
5350 8734 461
421 1210 -976
1076 7875 -512
9376 2718 524
4996 6512 -493
183 7001 -944
4380 8347 -98
3829 3539 460
696 6379 -4
1768 7948 470
5264 8823 124
9801 9123 635
1020 8899 876
935 5600 -148
1305 8891 416
9270 5420 -293
7700 413 -581
3458 8060 491
2732 4489 -755
8329 2972 901
3429 3274 -823
3352 7983 600
2580 5618 344
9085 1038 -581
2861 6746 -586
2053 5186 -733
5022 6644 -882
6652 9479 1000
5198 4543 283
7155 1294 219
8886 9041 -223
4441 6128 -64
9154 2818 -297
6264 9778 553
6031 4943 -940
7587 5441 -810
5605 9079 -49
3177 6257 -595
958 3880 40
