9164 26720
5536 6959 460
7104 3280 15
1661 5297 859
6024 7603 -552
597 7347 293
372 2721 -754
5504 1999 -455
6727 1811 -375
5173 6884 55
8477 8329 -110
5036 7480 -26
4427 5788 -201
3211 8379 171
3685 7679 755
5777 984 511
8718 491 -558
3977 9079 344
7572 2505 80
7819 7872 -792
2195 8594 -697
1644 5392 -350
7544 5570 686
9026 3461 -831
8233 8059 729
4960 1535 -723
6157 5027 126
8063 8877 -465
2317 6583 900
6289 7496 963
9022 7313 -956
699 678 -719
8394 978 46
7506 5562 10
6728 1131 -816
391 7103 320
7159 2592 -118
274 5821 672
3376 1763 -157
6994 6348 -849
1948 5849 -146
2270 8332 561
5988 3503 -353
723 4589 -617
5582 3940 -81
6780 3406 864
7694 6712 -682
8169 8699 -893
2457 6325 -522
5449 5343 -934
2981 5047 -928
767 1266 -620
8177 3304 -542
3075 4438 723
4018 2552 927
4171 902 936
3309 8841 917
8687 7702 357
9046 4794 234
3506 6699 191
4657 596 -308
8370 8125 709
4168 8318 152
1262 4168 -603
372 4524 674
3298 3217 88
2316 5338 592
8335 179 195
2348 3262 -221
5535 3312 223
7894 1392 656
2595 2065 497
8451 8358 -187
4656 134 -900
3721 2828 -474
4264 9142 696
2313 7937 -219
552 2700 -882
1885 3870 -269
1767 4848 982
1529 1050 -407
1095 2469 -289
6041 3691 56
8249 1812 -321
7705 3344 930
2685 6828 -356
100 8725 501
2669 1920 943
3094 1003 616
7391 866 489
2870 2874 537
4147 5289 309
7349 6801 631
7970 6023 -449
7798 8041 -303
1859 6042 -962
4799 2418 -604
8058 7564 -516
9129 930 184
8783 4968 -767
5920 4756 -65
8441 2117 983
4649 1200 546
4330 497 684
4493 4463 -353
2598 5900 25
1200 4798 -627
7692 5761 676
7162 797 188
8508 6686 -525
871 4422 -515
7427 4976 158
512 6433 4
1666 4715 -439
8440 3319 525
1428 5975 -416
8080 2162 -768
3906 8670 175
5190 3970 -195
4424 3948 724
1693 374 300
9107 5905 -764
135 7791 -517
4235 2778 924
5109 1512 998
6036 8141 -475
1139 249 645
4903 1655 263
1991 851 -21
7225 7234 -204
4513 8698 -37
8244 489 597
5854 2329 304
7863 632 -740
491 1703 -686
1 713 295
3700 8205 273
5 5460 700
6637 3960 -345
686 5776 -935
5208 5779 -448
1541 7720 -929
8682 7066 -329
872 694 4
126 1566 -732
1809 611 284
4467 1661 -260
4578 7912 432
5777 1928 593
770 2215 -859
3255 1910 584
7169 2116 896
8899 3120 -383
5879 7741 -704
7604 4137 491
1847 3839 843
118 1341 -403
6069 7430 -749
2861 7387 737
7672 2250 -311
4935 4564 797
4179 3999 -98
7029 3486 98
7348 7266 -575
8241 5136 -451
4255 7309 626
307 1172 959
5687 8814 869
5497 1675 -263
7839 706 163
6121 638 -650
5481 2888 -923
8154 5976 -666
8111 1048 -843
5114 8891 -803
3726 7862 939
1496 99 641
6793 1329 -633
8854 7918 97
8983 2157 -887
2092 2938 -184
6189 2264 706
2442 7921 701
5624 1272 -315
1815 6193 722
1760 4931 292
6351 8009 671
4937 7636 -237
8930 3518 -423
6405 8617 -720
1173 3041 -878
8768 2035 -236
573 3132 -575
3312 3481 -981
489 7444 319
234 5472 484
3412 4998 140
6410 1647 -661
2585 744 535
2280 2982 801
7738 5269 -495
64 4499 -575
4926 2588 17
3450 6142 -131
3416 6004 -686
2212 513 658
175 1638 384
8235 2952 489
245 9083 353
1165 4481 406
8369 1035 -383
5137 986 -644
7833 8720 -483
1284 7346 -345
644 6182 637
9102 6606 -655
419 3532 657
1996 4746 -798
236 8795 527
1747 7778 67
7803 4911 725
1328 2046 -764
8781 7574 814
424 1318 -635
9036 3115 674
5988 1141 812
683 792 777
2279 8287 -147
2695 3931 579
8635 5682 -512
3739 6575 283
1821 3780 543
6915 7176 -235
3871 8978 -529
5018 2889 -412
8721 604 114
3188 5763 -97
4087 4164 -796
1304 1668 -778
3751 2193 -361
4635 4406 564
3572 8788 855
7539 7126 -839
26 4279 0
6601 6429 -342
3559 8117 -661
7880 3182 716
428 2154 125
2011 5385 520
5709 5244 90
2784 1694 40
7223 1402 495
4254 3532 -710
6963 6826 180
6661 631 380
2216 6257 360
2066 6366 948
4836 3160 681
1833 4840 672
4680 8618 902
6664 1690 -979
2016 3430 182
318 2841 -789
2887 2022 643
1700 4712 907
6924 7875 443
1181 1017 922
7232 2889 -899
7659 8541 425
2080 4707 294
2389 533 -267
6469 6377 -739
89 7943 -44
248 1198 -504
8586 7012 -745
4618 8010 568
3327 1856 32
3149 2640 -524
5096 8571 -705
64 3052 -942
2856 6565 -725
5717 5252 948
15 8205 -619
4908 5008 -309
8334 5169 933
5546 1508 955
3966 7285 606
6548 7930 -531
1596 4799 219
4396 860 -985
684 5364 417
263 2363 -185
7506 692 668
8138 8017 788
4896 3161 336
7458 5893 729
155 3826 859
1390 4456 -44
811 3250 769
4258 3248 286
6821 4345 -708
2741 9000 -218
5205 259 -715
7372 2650 -671
6555 5776 921
1621 1406 -713
6467 5212 -278
4851 6736 -350
7417 3367 -317
6890 6355 -663
3760 8125 614
4276 4753 19
5453 6741 603
775 6473 971
1131 3783 -366
211 1367 -910
6057 4625 63
1938 2001 -736
618 4378 -794
1243 9119 241
8465 1530 578
7904 7125 377
7517 5733 1000
955 6086 336
3843 7898 -602
6199 6929 95
1420 8178 447
2352 2730 -856
8448 4256 -962
2729 5727 998
6313 4363 517
8709 5067 146
6735 7342 -821
7670 4388 -913
4900 6350 9
475 9033 179
1855 6952 980
997 4410 12
2681 6990 457
3054 2567 367
8990 232 27
7288 5441 565
5872 8721 960
4027 3409 549
7144 8044 -492
8876 8585 -96
4511 317 -264
4168 2425 -84
4910 6572 -666
6453 827 -818
4998 5321 227
8937 8706 463
8650 2315 810
3673 1467 -558
2264 6863 -988
5262 6901 878
9135 7506 -71
7036 699 189
6597 4299 -444
7449 2217 -302
2924 3936 748
4259 3628 -368
7541 2503 707
2696 7495 805
1246 6675 -73
2681 3517 -728
8797 6753 -882
4248 1432 -223
2234 6812 491
5870 3632 965
2306 5971 389
2084 4907 -32
8613 2180 -377
9102 4369 -271
4781 6249 624
3306 2239 -414
7690 3122 -280
3368 5146 -456
1636 9076 -700
3941 8711 -254
246 3548 -491
7225 4643 913
2086 7106 317
7453 3214 -926
7056 4564 -596
1644 205 -27
4406 824 459
8770 8887 -292
5633 8389 484
1320 2492 -309
5693 1729 -838
7956 906 583
3081 3286 -612
8048 5524 -810
398 4661 867
8241 289 -120
7958 3656 -497
642 1970 -675
7102 6530 868
5416 7607 801
7497 2416 38
7479 4740 -550
2742 4283 223
1119 9145 513
7107 6244 383
1056 2661 -487
5652 7621 209
7816 9140 -501
7557 5081 -78
5118 8699 -134
3901 4472 362
3869 6983 786
244 31 310
2668 8081 -209
9038 6558 -671
4662 7635 -409
6331 4510 256
5133 3128 125
8134 6623 -842
804 1138 -316
5205 8023 -389
2089 7546 890
4363 382 -186
3732 4720 668
3628 7320 -769
2323 7959 685
6466 7974 -742
2528 473 -604
1958 19 -29
3421 461 891
8102 8796 52
6236 2142 10
6081 1231 -438
2245 2231 981
6777 6607 -892
426 4831 374
880 3549 456
3684 5814 645
8048 5089 -637
7595 1354 -771
3910 984 720
5489 2414 -79
7457 2617 127
1150 9143 -539
8535 198 -6
8958 662 -252
248 6139 -30
4023 6464 171
856 7865 -602
8816 7492 746
1180 4563 -38
3616 6052 549
5835 4159 -288
4872 2498 -95
3516 5774 -954
4278 9089 -321
3027 6601 -818
725 5811 -181
4492 6404 -374
1468 2121 659
4569 8972 -780
3651 8109 426
1584 2675 -926
4267 67 715
8340 5913 613
5912 2266 -650
8502 8873 868
221 5057 -689
9057 6380 129
438 4565 626
6836 1352 -989
4537 2265 948
4795 3395 731
63 7922 -1
6228 2920 -215
6374 2699 -55
7450 5972 214
1781 8439 702
5134 1347 767
1139 9078 -675
8107 4155 593
2467 4791 -700
6488 4894 556
746 7635 -453
3919 9129 -259
1777 2378 327
5485 7241 -944
7872 7619 -554
4614 2733 -615
5808 8304 293
2555 7371 468
7776 1081 527
123 4018 -479
4680 7988 -986
769 1420 -217
3188 4416 310
4757 3982 853
1959 2655 -623
5944 7519 -896
7058 6401 242
974 3673 -476
1682 287 27
6284 7542 30
505 8647 66
5731 5332 -446
8799 33 81
8049 6886 3
1499 2369 -79
6115 8320 807
8427 9085 325
1741 6142 -21
2543 7017 -389
8900 3013 -324
2228 5545 -813
4238 5271 -428
6733 6430 -717
4643 928 288
5989 4930 -136
2292 7177 438
4309 5323 -172
3918 519 787
2090 4936 691
6634 3992 542
1386 2398 -415
2547 6938 366
2933 4018 174
6041 5869 965
969 6992 -113
3081 6775 -335
7994 382 702
484 7502 281
8196 4643 -990
7893 7327 103
707 7246 -227
4387 1457 895
7393 8232 7
7406 4338 153
1819 409 -32
263 3259 -911
8895 800 -758
7475 2277 -373
708 621 -470
4148 1740 -729
1025 6304 -522
8706 2889 71
7571 3452 868
5941 5217 -823
6187 1597 519
8005 7421 -983
5443 1380 -21
6868 2905 -639
2114 3232 -940
3750 2867 932
3417 1288 -215
4422 598 811
8847 815 579
2173 8462 -76
5180 139 695
922 4640 -952
174 6678 935
7156 694 -490
631 3505 120
708 3447 627
2068 5763 651
2791 3350 -266
8213 3672 291
5380 2397 -701
5700 3940 62
1093 4996 351
3036 3661 388
4512 4705 134
3896 2536 -741
2936 5459 250
1219 3079 487
7623 2258 -697
195 8142 -215
9066 4933 188
907 1885 607
7268 163 796
7840 8621 -697
2930 8784 956
250 8381 -589
6996 4452 409
8335 4780 -591
1429 4681 568
5083 5239 652
9038 281 -276
1884 170 -617
5191 4830 706
4222 1468 -38
152 8754 -140
7083 6877 -361
5625 5783 415
4694 5809 -513
3201 8672 677
2124 8926 7
4591 3512 -379
7680 2475 -647
5010 5842 -443
9094 2530 779
2715 2018 389
6974 8988 473
7310 4671 69
2840 7262 -733
8901 362 681
3470 866 937
17 4066 -11
8120 7795 150
8637 6560 -359
7316 2078 -337
574 2863 784
8966 2234 556
5462 1435 712
8650 3965 -169
8363 5177 -388
8983 4213 -545
5725 8166 -521
6169 890 693
2884 499 866
6332 8062 831
2575 8059 764
7642 204 340
2125 3446 876
7403 5137 551
2284 2327 612
7417 8995 267
4166 438 -271
488 2568 261
3378 213 -682
3276 8817 504
877 8175 -655
5909 4625 184
2333 5468 -452
2679 3355 934
6602 4190 -826
6576 2217 886
2021 4359 -558
3901 5478 -143
12 1111 346
917 4305 -337
2673 417 559
6986 5624 717
5210 7577 255
3500 1903 -738
1888 8798 -790
8488 790 631
547 3020 316
8336 4504 -528
2639 8895 -421
5811 5021 -95
9161 1630 -579
1921 9003 -15
6383 3348 337
3037 2549 705
2933 3964 565
6349 4480 330
4296 3121 -916
3903 3108 -624
3100 1918 -508
1453 7326 -582
5065 4481 -562
549 22 694
6178 2889 -817
8992 5765 629
8469 7209 142
5372 5657 -347
3843 8390 -554
6754 1103 -233
4264 4049 174
133 5304 -205
6338 6315 798
3942 4463 -516
6260 8982 -500
4269 4808 -350
7885 7675 -952
7777 1229 860
1393 2936 759
7229 2661 -72
8738 8715 -869
2872 4449 -220
7236 2676 612
3541 8937 817
2173 137 -918
3230 4085 45
8126 1488 486
9056 3907 -267
9088 1988 573
4606 7826 635
7322 3690 697
2747 7046 -327
2982 597 893
2685 5396 -393
8272 973 -571
8042 7770 70
8309 1581 146
3757 1896 383
7669 778 699
4526 3459 5
8505 1930 -623
8646 6553 -639
7496 2569 272
3011 7666 815
7025 795 561
8244 8022 13
1939 6850 648
5211 130 948
5636 627 110
1640 2223 -504
5406 1457 930
7401 342 362
253 8639 -388
3677 5888 975
3522 152 865
4796 7379 -580
2825 1749 802
6539 4042 346
1619 7338 -349
1681 4048 -982
6505 3124 391
2108 5760 77
5900 3366 914
4073 695 367
2446 6866 -820
2863 8354 -553
5243 1094 -239
8012 1731 485
964 501 96
5101 4282 732
8631 3678 -12
2062 4313 583
225 5066 217
1930 8554 -804
3359 7690 -803
6698 3911 797
9057 7818 64
12 6283 -720
3520 6883 -930
7817 7591 529
2483 5500 172
3053 7911 -432
2859 4760 163
1078 4497 -376
6729 7704 83
335 5450 -834
6326 8545 -883
4722 3179 465
5858 423 572
8378 697 -206
1635 5894 -165
1180 5724 117
7712 8863 -665
4569 2261 -964
6237 6340 -438
9031 5844 895
4978 4635 586
1269 8014 -476
8707 9004 -742
6109 8690 -848
565 297 -132
3814 3919 -172
7424 544 272
8695 2759 533
4693 7053 -838
5618 5167 -938
5902 3013 -511
6289 2501 -145
8223 8703 807
6055 8682 -99
3017 3209 795
4029 1918 -498
6901 2086 -459
788 3427 -758
3246 5306 -24
7769 5102 -966
1603 6689 -323
8559 2754 227
1121 7920 -464
6867 4848 -15
738 229 247
7866 7022 -356
4184 7324 937
1065 6301 -701
6311 9101 -187
1202 944 294
8266 8024 257
2794 3798 924
5615 3741 666
2692 4951 318
5997 1422 -632
7583 1544 282
1212 3515 -259
2833 1729 233
4077 2705 -22
5704 5727 -76
8122 2595 -171
8163 2190 613
8328 2884 385
8258 2308 122
77 6749 213
425 5202 505
7557 6656 835
1932 2931 -691
8373 2215 835
6237 7526 -165
3890 5008 236
5540 8871 714
9098 9147 203
6156 3602 220
6362 2705 553
1595 7947 -969
4680 4748 -311
2875 1368 -455
4580 4612 950
8826 5310 -304
7206 6472 5
7142 560 -729
4167 6140 -531
996 2319 574
7791 2682 -896
8924 8272 825
1950 5763 71
7151 3245 -421
68 1779 800
253 8723 -913
8260 1275 695
2313 6154 744
432 8848 770
1168 7466 523
6753 1563 926
1981 3244 -630
2848 4363 -391
8537 784 -686
4831 9138 -509
348 7383 16
8319 3089 -775
1963 3686 -241
7706 6290 -20
6775 6593 303
1186 5114 -440
4704 9134 215
8018 2605 601
4497 4130 -833
2917 7679 -679
2058 8981 -264
1694 7086 714
5041 3227 704
191 4899 -296
5920 4352 142
2246 5618 -505
1965 5208 -541
6560 5748 497
5633 3512 413
6547 4432 342
5021 5697 781
8069 3144 -54
6862 174 -505
7964 4036 -92
6071 5445 925
633 8851 66
8228 7276 25
7963 739 379
422 3172 -556
8687 3368 347
9013 3302 -338
5488 4356 296
7869 1243 697
5859 1640 -859
8877 3527 -594
3053 7549 -815
4522 2342 561
3040 5115 318
3281 7381 -521
7972 7942 -448
7033 5245 -715
2711 6759 -993
4156 1341 628
6202 945 735
665 2072 539
1414 8092 -520
8853 634 44
1072 1473 309
3256 7723 -463
5838 2519 551
4849 5668 180
1840 2618 -481
5269 2164 113
7586 6587 -315
8259 3715 -242
5330 7346 976
2736 3643 -373
6955 3961 895
4395 8869 -312
13 8733 -949
8484 8433 -796
5941 655 -85
7085 9158 539
4196 4270 -376
4999 8228 -778
5729 7639 30
2416 2884 724
1274 2797 -450
1670 2331 -48
6715 8315 374
2258 6214 -695
1317 1366 652
1332 533 189
6772 6095 -682
3658 3589 801
3625 1936 835
5700 3665 327
8453 7534 -68
2780 8707 381
8482 373 -336
701 839 422
5728 5075 -649
5247 2191 123
6464 7809 893
8497 8954 -111
2 2609 976
5875 2646 -582
8819 6745 810
4741 4580 -502
5552 1779 -482
2647 6971 221
7263 5056 559
2520 8581 769
5443 6572 506
2526 286 95
8759 793 746
814 3163 141
1886 1896 53
1782 2215 -841
7319 4399 -415
754 6118 -983
3719 4506 892
9072 3169 -784
4003 3188 -293
7330 7538 621
7141 7786 374
1376 2104 831
4237 3880 763
4365 5828 -866
128 8827 -100
4020 3861 -748
3089 8979 284
822 3527 -667
686 745 170
3996 6365 -852
4711 6609 -863
4008 6108 -374
65 5154 -144
6761 5322 -155
1029 3415 463
3332 5108 -328
3903 1306 -371
3184 6328 343
4232 6483 -661
691 6157 -521
6797 4016 904
8945 3111 -218
8421 1312 -430
5337 4014 525
5831 1235 -616
4918 2536 912
7504 7866 -647
4938 1297 47
5364 3240 -822
4627 733 -442
6794 3983 -788
4594 7548 -111
136 6850 -584
5451 3243 845
9094 7256 704
5036 7899 -69
1158 7884 -610
8861 7554 43
6147 1908 -806
3677 6743 301
1015 3915 477
2477 6341 -595
8841 8940 -612
6981 8470 816
1596 8353 -606
6712 4009 -544
143 5550 956
605 7134 -99
5762 6695 531
2769 4010 757
8254 7341 290
7486 1711 -109
4916 3414 -649
6817 2632 214
6093 8699 86
8903 7592 25
2263 337 445
4354 369 286
7728 4496 787
6160 7071 -82
8099 1235 -378
8084 8034 -101
6762 6034 406
694 7674 -29
5593 4746 229
153 2504 -676
6767 2942 540
4515 7345 -826
8832 8113 872
8020 1706 -685
8614 7731 36
6750 5277 -748
3765 5385 722
5958 2366 408
6824 7754 299
1273 1127 980
2382 5320 -390
8452 7121 299
5166 5578 -223
428 3130 -943
620 2478 218
6761 6023 -317
701 4134 644
2854 8753 930
5974 6245 103
3567 1506 -815
1820 7748 154
2559 4302 -498
9096 1822 157
604 3227 -262
3775 6280 -19
5956 3188 -247
1056 6374 -577
6094 7469 46
747 5492 -823
863 8195 -856
1276 5478 -738
2142 8234 -404
8069 1121 -281
1757 6141 881
8287 9087 -134
381 1123 563
8803 849 623
3165 6002 515
6703 4685 -441
2764 2980 -284
608 5761 -23
32 2609 659
2009 3832 312
346 3891 -224
8341 8938 -988
2257 2970 562
2369 1723 -488
6419 795 -41
5564 4230 99
8146 3985 584
3536 436 510
70 5028 719
7708 2220 107
4835 2515 568
5914 7019 -501
2225 8868 -565
3426 2203 154
4178 5305 334
8052 7436 -93
5388 5385 783
6942 417 -516
4582 8171 44
3858 3767 -613
6819 5274 124
7350 4307 933
1068 8577 541
1939 8956 -527
3354 106 -898
2463 3289 674
8848 7229 951
3404 4107 -615
6052 1993 -898
8682 1555 -844
7583 729 565
4092 4207 -192
8104 672 535
4116 701 -553
3568 7147 -440
7190 4832 534
7033 3905 -374
5409 5475 -939
4427 4445 973
8158 4045 91
3703 3539 -681
6512 5106 548
7876 6890 -634
1535 4700 -856
4887 8105 781
5987 4582 -502
8372 4330 -756
5107 543 -827
2808 2498 -61
1711 493 -85
6755 2521 856
4165 3157 105
5067 8532 168
191 2737 -822
8915 2529 -414
2516 8867 -398
2489 4692 443
960 3475 -647
7131 8992 32
1120 1057 851
5668 2296 633
5060 6959 -525
4924 6538 800
4401 196 34
4505 6368 817
7189 3437 610
1075 3761 -742
7073 5128 -927
8185 448 138
3470 8461 24
8727 3965 453
5600 438 732
4151 662 -409
2592 3898 773
8444 939 165
5597 2842 -242
7263 2638 75
444 8743 -331
2891 1706 -65
2199 6308 880
634 7713 745
8548 5707 163
7085 4042 -339
261 7903 -512
6047 334 -881
1589 6527 -805
7579 3092 -737
657 3535 841
6175 6147 -726
1649 3047 749
7217 4306 108
521 4710 352
5821 1446 -539
103 3090 -574
2645 1470 2
1831 2196 -710
1007 207 521
5805 7576 680
7885 795 855
896 213 137
8296 504 694
3249 7126 -582
2497 4012 811
5027 7447 -127
6107 1460 214
1893 5470 -665
6054 2347 120
307 7995 557
1727 1981 -884
3165 2661 526
5277 6207 -582
5547 9025 237
1417 7499 46
362 2140 -359
6043 5300 966
97 277 125
6673 6907 -472
3583 998 906
5260 7762 366
160 813 -180
3456 5825 702
2927 192 841
3801 2820 -698
3569 2752 -784
2243 5364 476
6092 6748 445
3385 1945 -770
1012 3747 362
6074 4162 -889
3089 4069 -721
8119 1347 973
3648 1661 320
6610 5692 759
7513 7949 -631
5811 3919 -897
160 7323 -325
4172 6307 707
7169 719 823
4407 6948 99
2838 2014 106
3296 3417 435
8988 255 67
4060 6571 249
5148 4464 544
3656 9129 -38
3088 3969 871
5143 7790 379
2826 7681 761
7579 2196 -180
1326 6698 -645
8068 5361 631
2277 7479 853
6159 6545 678
3920 5589 448
4363 2695 620
5985 6884 -129
5888 2753 983
7774 9162 -973
1689 623 -848
8379 1943 431
7034 4472 276
405 4863 -745
34 2824 -294
4680 4245 938
6548 1326 36
4780 2869 -463
6770 4045 803
2095 8122 332
5022 5445 -810
8127 1230 642
1655 8946 -587
2368 729 -200
2676 8728 321
3759 7489 397
5764 8868 819
6549 4985 963
2487 2145 -550
5455 6365 639
1137 3287 400
7021 1465 345
4661 3942 618
9009 1470 -405
6280 1797 -641
3985 4769 -480
6769 1248 554
3225 1538 743
366 7551 -984
5765 8545 857
8877 3346 777
730 7999 388
2524 7423 -685
5757 6621 158
7808 8536 -819
1767 1501 -72
954 4867 300
210 6923 930
5433 5998 -681
779 5910 -643
457 5179 -730
4063 1932 -308
6635 7187 421
5672 5361 237
513 3648 497
6017 3827 -66
3597 2550 232
9056 6818 638
5491 7837 -651
1325 3727 -883
6684 7489 11
4695 2703 -312
3847 5924 633
4341 34 -604
3165 4127 -122
52 153 274
3563 8620 -354
327 7639 -632
7182 9011 936
4102 4376 494
3354 997 991
1254 7380 222
8409 7260 -661
8655 3145 -647
3665 9062 800
4948 6670 468
5826 2899 933
5610 4054 -959
8855 2877 -148
7173 7416 483
6760 820 839
665 7753 533
3134 4171 915
5198 4912 25
3622 6022 173
8866 8805 -957
341 4267 875
4618 2347 -717
8212 6617 33
3450 6792 628
9014 4741 436
4160 3327 114
7472 6541 966
2996 2700 -784
5349 4928 568
4562 7137 2
5756 8823 361
1720 6284 205
5226 8335 -205
4184 8214 -193
3540 3300 600
6003 1804 -995
1146 1899 826
277 2110 182
8475 3366 -795
3378 2952 86
3446 4060 804
1566 6912 -943
3845 4655 -259
5664 2189 535
8459 8552 -156
6610 5249 -725
8308 4748 -529
8065 5980 -179
7631 2337 -104
8776 8531 -85
2052 2383 736
2872 2420 -997
840 2099 747
4600 4675 629
8828 5221 -30
8134 250 -91
8704 1715 469
3492 3014 -301
5726 9073 658
2346 501 -707
1286 6216 -217
1018 5460 -439
2264 5818 479
7336 5066 -322
1368 6156 -107
6262 8148 -596
1691 4196 -109
7174 7818 -423
2869 8157 -227
100 5459 -515
587 8002 40
7105 9016 -581
6758 1991 55
5873 3591 354
1449 450 544
7251 5042 -249
1353 483 -199
4098 5845 220
3333 7676 -937
6102 835 733
2916 8626 -557
6420 2718 44
1525 8976 -444
2201 108 -205
3872 6015 8
6752 5841 -439
9124 6592 5
3789 159 -448
8865 3093 -723
1962 4855 213
5280 2458 -701
8124 5653 -840
7548 2839 543
7382 1190 993
6808 2374 432
540 304 545
8534 1421 -937
6346 2426 -885
2941 8765 467
6121 4263 153
922 750 -49
2982 396 -862
5491 2231 -684
862 482 119
4584 5845 -378
984 6581 -292
346 6055 -82
5912 3203 867
4964 6481 782
8322 8061 946
2247 2167 238
3537 15 322
4514 392 65
1069 1025 179
6937 1646 -151
1296 2016 491
2830 5151 559
5618 7272 -994
5237 3703 250
5884 3434 414
7381 9099 -282
63 6756 -240
5325 8139 -323
5406 7198 -301
1972 7368 -96
8681 3956 -106
6597 4177 688
3154 286 -429
558 2804 -252
3177 1105 137
925 1364 87
334 3512 -986
6920 4401 170
7 2041 942
5127 4722 166
1188 2060 150
7390 4941 3
2370 3494 759
1394 8829 696
5018 6220 -211
4352 8356 334
4922 3665 -612
6899 9149 698
5142 1085 -725
797 772 218
787 58 -870
351 3174 -274
95 2955 -196
4189 3138 -128
5023 3536 911
6769 2189 769
8531 1679 -165
74 8638 917
2146 6089 96
8895 4184 851
9136 1200 323
2473 6967 -19
7270 3911 217
8071 5256 -802
5479 7952 725
2469 3269 -735
8834 2122 -224
4289 2600 -112
9143 4848 732
8283 2048 -609
7464 6279 -27
501 5239 37
995 5804 778
894 8203 -571
5544 3214 657
2852 7192 806
4584 6544 -464
4670 5169 8
6547 6084 -190
4900 8395 572
5510 4799 533
5719 6469 24
8509 5214 38
940 6956 878
4311 2701 -753
7718 1883 -510
5422 2124 952
8846 4665 92
3342 267 -875
6232 4916 583
8226 6660 -763
8884 3320 819
1948 487 -772
611 2286 -870
3269 1376 -502
8075 5713 237
9116 5197 271
4334 5639 850
7592 29 -88
6040 1579 466
1407 6556 -690
