18
809 1612
775 459 33
146 149 243
317 487 242
16 193 568
796 19 738
238 449 109
256 449 419
160 473 864
455 542 389
490 204 277
221 634 855
713 353 775
261 190 115
367 245 175
398 506 242
648 44 212
348 55 541
711 551 391
558 789 184
614 124 61
545 796 322
186 167 171
269 627 661
94 783 774
662 90 70
356 627 967
463 536 97
53 121 236
254 720 975
237 494 90
687 597 265
551 692 810
606 652 548
39 316 931
60 177 84
368 336 383
385 695 767
108 9 286
601 429 565
423 366 972
214 229 319
91 429 491
665 744 251
400 230 403
20 651 463
103 757 970
140 709 218
130 417 461
195 769 352
380 64 73
324 205 127
657 225 877
98 160 517
604 576 500
736 259 252
278 542 158
402 501 783
593 220 940
351 415 881
191 311 643
234 7 905
146 148 964
209 73 483
146 563 357
256 174 683
465 478 902
329 379 719
254 97 982
440 467 174
447 365 248
698 741 41
263 706 299
289 438 77
540 178 405
4 16 738
272 396 860
413 704 119
690 288 268
353 165 35
130 538 786
753 212 737
456 169 51
578 615 820
311 658 137
809 431 552
256 783 192
396 578 132
534 801 282
599 684 26
741 292 758
193 450 538
386 220 241
523 771 336
268 633 785
303 781 508
260 304 475
702 504 66
745 56 327
798 117 495
367 797 964
607 61 396
182 284 82
619 682 620
750 149 762
803 421 176
588 625 26
141 697 829
722 616 936
48 486 790
259 167 511
203 387 904
15 87 647
458 640 881
573 100 95
469 354 517
336 136 927
804 615 263
670 529 760
809 154 633
47 330 775
419 82 551
355 749 337
186 655 277
214 687 669
84 638 745
316 734 623
405 192 622
585 159 372
229 184 725
536 296 693
506 705 17
288 698 351
220 479 945
696 425 430
456 275 631
95 48 123
773 602 776
539 197 420
345 398 568
91 29 88
460 697 956
77 373 646
255 156 316
329 767 858
741 714 57
433 358 787
43 667 218
462 262 470
329 58 921
663 336 423
624 6 212
540 123 695
555 535 578
558 285 234
422 55 334
762 314 577
432 60 907
128 220 869
451 603 731
174 14 974
136 188 685
309 289 69
667 220 812
262 511 827
31 218 88
167 150 2
780 198 994
723 310 447
691 665 800
379 77 41
416 655 323
146 2 188
232 779 612
531 706 151
362 27 417
200 300 232
758 77 268
167 224 891
78 369 39
92 576 623
51 781 336
154 334 48
560 510 537
211 613 528
283 239 387
174 737 453
346 515 187
208 437 449
689 104 438
623 39 865
318 258 973
354 326 658
549 648 978
293 676 520
340 489 87
243 461 476
662 324 158
348 366 155
771 410 70
387 545 884
464 585 377
662 722 694
488 770 282
333 202 726
495 414 992
391 427 142
33 796 920
343 501 146
499 291 768
274 798 295
3 108 119
415 344 36
398 433 557
484 580 450
599 433 442
795 744 731
524 556 29
488 533 724
528 665 117
217 550 492
354 214 580
338 612 664
504 809 517
419 273 957
312 313 783
140 509 618
87 20 537
89 722 790
749 659 690
199 114 318
220 528 590
491 340 708
232 212 559
86 607 873
412 13 276
423 652 407
46 368 125
23 68 43
165 633 727
362 618 937
393 262 483
54 303 727
627 184 786
163 685 353
147 637 426
149 714 201
55 116 36
794 321 780
714 548 560
298 659 390
555 395 292
470 517 930
561 364 853
404 292 960
565 387 174
497 88 601
670 374 937
42 225 459
173 220 274
499 753 625
14 98 567
518 601 117
555 425 353
274 683 809
610 644 669
332 46 570
297 428 939
583 33 663
265 547 368
345 38 321
592 416 421
807 522 863
290 470 183
152 805 901
703 114 149
486 208 756
107 543 373
373 301 257
625 17 36
568 250 285
72 476 449
334 654 972
763 787 391
43 142 263
527 396 626
183 266 303
63 495 353
245 592 912
643 331 480
513 259 402
157 641 782
107 265 509
437 518 933
460 148 526
8 150 675
499 668 481
631 673 722
19 337 671
428 575 148
305 263 122
196 467 943
709 622 641
295 477 335
364 460 136
160 518 566
445 794 561
525 404 364
141 295 238
447 191 33
541 442 144
93 343 759
569 638 633
32 501 406
108 368 277
309 578 71
124 803 742
409 595 57
474 477 827
107 382 866
600 143 930
513 531 742
255 551 313
746 665 469
777 537 283
573 516 803
654 10 621
231 718 691
350 358 363
441 571 629
770 566 474
386 130 88
284 7 235
629 1 7
702 789 709
83 26 404
51 793 566
445 779 827
143 468 886
398 220 781
696 341 427
111 13 17
617 636 42
454 216 65
298 609 929
256 515 889
524 106 985
514 234 778
219 34 516
43 247 913
427 270 407
503 98 34
689 548 421
105 742 596
162 18 103
448 143 414
111 457 525
532 144 369
274 439 47
87 60 177
86 393 490
519 288 771
172 644 101
1 644 377
671 85 342
162 666 53
42 439 848
211 260 935
147 257 341
470 626 673
394 31 760
504 90 203
758 602 614
368 343 448
252 740 897
606 443 931
691 205 530
731 10 919
149 170 218
403 233 84
415 568 594
399 486 568
746 284 801
247 560 39
226 557 948
125 5 487
340 169 937
131 245 868
719 588 709
205 678 170
401 151 66
722 43 433
643 262 311
670 290 818
14 316 4
157 630 195
75 632 885
789 131 47
300 115 308
225 558 981
659 317 351
306 229 703
660 99 858
505 52 69
356 239 377
162 768 299
175 341 589
487 492 809
768 5 155
556 454 333
406 242 988
759 762 369
609 561 571
519 258 250
550 300 956
151 664 722
299 129 973
195 444 608
149 466 597
162 757 130
718 716 217
434 281 216
50 58 918
659 697 684
381 220 302
706 660 95
132 571 22
251 454 549
527 632 69
463 541 784
360 590 853
144 81 908
83 733 835
633 259 870
485 55 325
261 606 126
336 663 99
507 606 54
597 507 908
153 12 96
256 636 462
369 434 643
389 136 430
703 544 151
287 30 816
391 337 678
446 775 911
267 253 485
10 78 479
226 723 172
320 742 289
496 758 974
229 580 163
167 435 933
621 735 554
442 666 594
788 110 681
165 628 222
527 653 961
227 371 810
400 140 724
521 348 732
125 308 276
206 2 611
335 408 4
105 441 573
790 635 421
193 463 519
496 268 822
501 795 423
346 426 130
806 177 876
793 295 705
31 808 204
772 252 388
27 759 715
320 289 83
64 667 178
390 734 135
296 649 612
248 645 492
479 328 355
511 273 856
725 578 237
805 567 806
764 320 379
575 744 443
752 368 783
538 631 843
687 129 881
310 243 829
298 273 749
380 253 151
430 327 384
376 37 450
488 614 790
501 76 919
406 601 962
269 289 894
152 105 485
404 216 853
176 308 178
652 251 108
11 769 629
785 806 955
217 789 985
338 156 240
60 403 374
199 432 475
530 151 880
160 1 839
639 201 729
277 155 252
579 206 541
658 606 933
262 183 563
793 741 385
224 459 39
475 243 939
373 641 588
585 675 591
654 310 4
311 688 442
43 289 252
455 705 665
770 548 281
308 739 481
667 86 107
706 677 955
102 126 689
600 341 605
286 80 417
397 351 794
551 298 302
660 694 535
766 505 926
669 679 524
179 23 992
514 22 443
769 393 631
381 461 837
78 25 627
557 662 927
313 725 272
525 358 811
9 157 496
772 261 251
599 508 393
178 721 16
458 319 382
388 132 829
794 430 154
540 806 691
278 141 270
765 651 696
282 251 725
204 174 550
538 585 843
366 20 510
225 612 172
485 534 522
650 686 336
794 130 150
498 225 582
371 57 856
272 701 375
622 467 415
108 87 300
297 613 981
128 199 582
110 159 459
766 599 139
228 108 209
546 100 280
404 361 346
187 399 887
708 224 826
619 587 398
555 284 160
476 313 623
445 565 749
213 627 449
772 408 110
487 687 19
247 609 996
781 674 761
401 542 345
249 733 415
537 200 944
337 779 761
461 475 269
385 515 482
488 309 280
159 628 596
151 448 629
99 284 811
209 534 736
348 218 451
184 689 12
26 333 281
423 172 324
595 224 241
539 175 375
389 298 597
585 358 899
590 395 966
711 362 778
181 581 523
230 694 778
375 84 158
300 398 271
560 387 911
524 713 266
707 433 457
752 735 387
675 16 600
429 10 59
534 131 24
169 693 703
777 46 529
671 726 21
436 267 470
306 159 2
129 659 770
317 610 685
469 209 14
414 399 725
798 711 413
679 351 377
360 183 507
387 108 808
476 389 184
429 749 274
526 282 77
64 585 817
765 79 672
644 431 705
295 560 958
683 752 202
531 445 62
12 615 329
439 147 507
691 101 196
198 606 619
147 46 583
753 387 46
175 779 106
107 215 686
145 375 660
62 503 621
578 506 497
429 547 577
174 214 8
413 113 376
23 553 938
495 339 735
93 103 826
350 758 698
46 189 861
609 367 316
649 206 113
173 414 187
135 798 560
101 523 945
216 674 355
249 13 307
618 705 967
79 744 410
156 382 757
331 779 10
532 799 904
425 274 942
300 791 534
136 783 280
165 9 863
72 723 755
24 331 605
332 614 837
254 695 121
586 306 641
471 250 636
243 674 541
593 98 227
32 765 981
89 728 270
41 546 344
727 567 445
197 740 777
78 516 76
71 136 721
32 531 35
108 710 717
393 742 822
345 714 118
591 692 724
722 501 305
526 473 447
188 278 647
563 217 159
299 401 298
268 167 954
137 513 788
744 187 492
72 184 588
133 534 290
274 249 956
340 612 306
324 707 333
798 579 834
25 732 845
758 550 305
213 727 154
739 637 167
574 472 460
75 696 691
349 300 877
522 596 181
673 263 666
516 751 332
655 644 557
545 222 879
480 208 696
274 702 409
723 287 201
304 461 950
188 209 180
518 222 785
404 727 229
5 582 478
705 498 404
335 610 380
22 699 651
562 146 765
314 266 166
48 8 747
534 109 838
286 101 738
773 391 918
352 391 798
699 253 486
301 221 748
674 510 927
533 355 300
379 178 515
187 395 564
531 809 630
645 117 887
216 99 70
203 438 348
519 488 372
462 227 60
521 661 846
218 685 147
99 795 762
775 14 440
193 769 142
623 702 239
576 383 981
745 632 780
1 692 995
661 298 536
144 752 393
8 130 938
710 632 150
614 482 522
296 363 985
372 202 677
423 627 777
361 729 70
152 196 767
650 525 847
795 195 15
301 270 104
3 147 7
200 147 703
139 474 637
490 343 937
622 577 642
481 76 305
175 251 293
433 609 583
655 27 295
506 655 563
690 397 569
493 260 24
410 532 47
41 212 133
626 719 664
676 533 448
776 524 357
548 616 755
65 559 252
112 608 748
535 711 475
580 239 525
73 628 277
45 293 324
804 6 531
619 551 301
551 425 48
447 152 168
509 40 180
429 338 777
751 290 170
447 719 963
379 636 235
430 147 966
105 750 807
745 145 563
546 541 161
207 538 852
690 21 693
435 5 806
675 497 80
728 33 621
386 353 856
690 39 67
231 180 602
113 340 750
47 161 673
578 450 814
377 493 94
143 358 401
777 188 120
616 395 474
161 707 616
780 699 275
758 380 996
800 247 549
145 225 57
505 55 572
705 54 329
14 277 442
469 86 746
115 551 340
695 557 516
529 178 802
147 502 471
417 325 43
3 522 960
570 460 141
109 565 315
551 775 368
166 544 939
696 28 889
262 46 266
392 693 798
328 548 290
36 79 501
126 267 564
282 791 76
504 62 745
790 261 930
775 174 343
22 579 550
44 694 309
92 413 328
473 337 951
524 624 457
443 497 521
808 679 749
22 176 944
441 293 128
413 29 240
767 298 970
43 254 342
634 730 947
4 710 81
307 659 553
153 219 386
655 349 958
759 511 849
559 19 635
569 249 100
703 728 139
493 213 892
360 83 56
226 286 144
771 614 388
725 792 727
3 201 242
298 781 745
275 87 703
320 272 86
45 29 917
789 21 691
652 457 842
259 168 99
746 126 218
277 474 761
265 214 810
293 633 565
415 169 879
507 790 456
505 67 914
209 796 15
78 465 810
798 783 371
140 667 321
237 461 943
746 241 883
668 492 188
557 71 954
453 23 987
155 639 976
161 523 486
320 267 218
116 687 663
361 595 207
620 446 546
149 778 101
465 166 460
148 720 582
93 444 958
418 609 703
412 229 439
735 463 439
285 338 431
602 644 615
299 488 333
106 732 452
245 692 659
89 381 597
15 148 53
769 653 701
213 285 140
442 646 828
456 250 728
74 271 522
546 690 245
291 595 836
177 760 937
323 624 170
808 623 878
216 220 956
24 21 568
61 171 192
742 448 998
610 309 385
599 369 294
387 392 204
804 350 514
658 61 225
203 611 46
335 316 708
709 56 951
82 517 320
717 745 963
29 521 914
617 694 586
241 130 797
178 801 216
580 337 154
18 292 149
694 21 956
361 496 807
371 616 752
449 546 814
708 215 210
333 208 367
757 674 722
631 494 602
259 737 553
147 47 57
239 544 277
48 44 905
28 763 962
120 481 610
377 562 64
235 151 467
339 652 904
56 21 549
212 30 180
764 210 185
826 1712
18 598 173
479 663 871
219 447 492
746 215 103
16 677 930
403 788 887
402 238 999
639 427 811
234 723 448
239 643 364
727 141 991
338 293 582
288 391 260
1 325 354
351 538 242
543 412 298
261 312 382
499 395 51
769 75 324
109 803 904
138 763 17
594 752 655
772 223 813
799 40 290
628 434 487
515 426 851
20 420 809
592 737 160
152 696 949
414 445 318
322 437 964
513 674 349
245 506 308
445 30 911
611 79 939
157 483 47
31 300 440
556 499 520
774 598 487
410 684 371
560 756 515
528 537 626
549 155 815
291 54 852
355 42 283
794 314 144
437 629 836
382 90 829
502 72 329
577 452 325
736 767 402
337 628 335
715 77 96
437 626 768
776 775 47
480 80 546
127 739 650
752 131 424
621 695 225
747 6 484
579 78 403
277 613 282
758 757 233
359 574 510
165 511 703
109 518 222
139 78 715
654 74 851
721 306 67
366 803 586
719 727 648
769 643 719
506 157 595
426 339 548
643 634 434
422 613 529
33 338 6
142 647 927
699 167 505
725 590 675
772 153 658
328 269 511
463 298 671
150 739 542
691 715 256
806 50 269
637 268 3
333 441 593
633 225 3
237 498 245
760 793 40
709 54 369
770 566 33
369 32 528
162 249 907
389 221 52
262 419 309
679 454 766
137 343 513
433 607 611
78 315 573
89 474 762
464 762 941
153 659 473
500 640 206
13 103 190
198 337 321
314 22 400
198 576 600
532 593 108
129 791 975
638 99 691
652 593 573
336 136 962
407 692 970
408 474 917
148 505 534
81 385 543
328 552 187
164 545 934
562 398 705
89 569 415
741 275 587
178 427 43
612 30 538
176 149 557
55 68 494
188 282 606
746 590 903
495 37 695
367 412 484
652 295 806
221 382 579
69 804 719
404 176 261
402 470 842
195 620 175
690 76 55
334 547 747
380 547 208
395 610 89
579 271 999
694 378 400
4 441 599
773 678 793
136 101 835
736 83 70
107 193 644
5 758 458
815 178 921
393 391 823
550 760 662
380 228 59
112 520 14
468 346 699
502 308 117
51 101 412
808 618 788
50 462 395
343 437 76
122 619 742
813 749 404
108 801 287
79 809 445
540 786 778
77 683 221
154 366 788
636 82 969
563 349 119
216 122 803
73 380 422
558 325 340
391 51 660
799 196 238
115 28 489
564 402 458
416 768 476
674 801 371
187 510 791
68 14 321
535 55 635
593 624 723
284 646 665
451 175 52
134 531 681
76 777 108
671 335 341
148 729 116
739 82 788
78 187 256
115 789 248
575 815 212
219 141 701
544 12 527
653 635 672
438 160 715
679 289 885
181 334 525
30 135 972
822 671 864
548 533 267
494 736 67
679 287 171
140 84 535
642 117 939
392 825 38
295 303 546
238 13 86
251 60 315
233 763 517
731 478 533
380 478 661
102 760 858
567 685 413
484 307 102
31 425 917
782 68 601
628 651 243
79 136 231
28 8 570
338 372 25
549 62 463
732 774 476
19 713 548
548 320 731
37 821 343
686 583 703
597 66 842
36 95 530
733 219 295
581 654 417
288 727 737
570 451 818
43 260 344
114 570 643
292 603 697
644 86 485
200 825 847
396 82 179
173 164 726
728 184 13
726 778 621
658 156 598
153 214 689
820 692 860
706 425 926
529 670 52
524 417 898
634 688 388
286 479 275
336 368 273
709 774 199
470 407 783
647 416 925
105 398 446
210 219 771
448 522 223
292 11 442
182 744 585
825 454 557
453 691 492
38 435 237
87 63 813
57 221 997
268 269 330
106 522 548
325 723 385
324 90 65
705 427 668
444 354 764
579 179 492
667 719 594
174 2 730
96 461 759
131 157 28
278 233 64
188 309 262
185 544 632
280 680 758
527 234 689
806 470 349
787 517 235
625 407 219
358 715 574
205 126 60
470 416 195
598 22 294
45 314 912
14 346 487
349 280 547
754 580 545
544 127 68
361 519 221
674 285 285
186 430 762
708 166 516
824 680 541
655 21 48
825 68 802
566 466 606
749 381 370
120 424 845
747 710 107
321 82 208
82 151 766
395 520 738
26 431 232
462 824 622
796 90 603
68 194 233
281 37 618
621 132 188
25 590 536
126 627 688
617 411 752
49 617 767
365 38 317
187 301 699
686 519 840
120 722 576
721 604 142
122 585 664
286 171 867
127 623 613
613 562 892
16 395 436
136 257 484
396 95 786
695 551 344
705 404 14
243 772 699
678 424 341
740 390 970
254 440 76
475 491 477
606 678 159
605 439 870
678 652 622
298 51 598
688 284 35
278 243 157
606 626 85
454 197 821
510 24 229
218 501 81
728 590 923
30 269 524
338 258 40
401 728 932
85 806 532
589 84 564
712 109 867
700 355 961
76 579 842
273 110 287
282 499 365
367 174 730
399 798 495
219 128 811
215 657 19
245 444 289
809 559 73
814 391 868
254 766 92
543 9 660
90 300 322
35 778 11
723 103 589
185 150 207
292 213 466
266 765 227
161 439 231
9 695 521
527 519 302
35 807 449
647 690 859
615 443 841
496 646 396
758 796 784
546 747 663
390 95 581
481 10 290
253 441 939
195 264 48
2 465 776
569 531 756
608 95 5
149 577 604
520 758 117
428 619 877
503 321 57
134 530 571
213 683 106
481 216 842
751 96 391
222 652 640
655 22 104
146 195 74
14 422 639
643 276 759
189 268 826
785 746 758
313 219 106
677 167 63
725 430 847
682 386 990
151 278 410
466 412 757
800 253 685
348 154 738
284 376 226
655 758 185
599 718 328
386 204 448
87 289 556
394 57 312
691 252 594
509 131 366
739 305 450
352 47 787
579 651 687
204 638 407
34 581 622
507 146 410
589 644 70
691 147 389
724 130 878
427 343 423
795 449 759
550 34 468
468 605 903
610 715 384
714 423 37
52 173 263
56 338 531
540 756 814
167 650 396
306 496 571
808 531 249
347 90 763
814 631 913
802 163 590
116 352 374
490 729 654
809 578 160
443 244 763
620 419 847
34 97 451
49 193 122
784 483 727
692 564 427
423 418 972
487 786 971
796 93 947
192 655 987
149 625 815
30 425 504
740 530 265
228 358 690
145 791 785
540 415 589
251 521 671
695 274 464
560 284 63
598 346 649
472 278 478
244 278 296
650 390 250
680 766 275
490 118 411
287 362 305
290 42 417
618 177 927
187 639 121
342 578 893
710 331 762
711 771 860
584 405 311
266 295 251
512 40 695
155 458 108
302 104 337
350 753 864
742 559 984
303 658 158
779 201 25
454 253 674
589 544 813
256 337 222
99 133 750
41 32 17
55 5 310
8 315 194
582 687 477
763 467 823
665 562 818
750 506 14
376 330 415
410 164 161
411 296 753
83 261 437
685 381 723
336 174 213
629 64 945
641 503 199
17 750 894
440 546 455
781 643 955
565 623 19
562 379 154
769 794 317
788 660 433
613 672 906
265 292 366
183 21 437
814 734 555
229 143 969
632 558 888
617 725 333
283 219 259
825 362 479
187 603 226
94 692 74
402 469 567
778 523 23
812 346 475
309 68 993
26 70 14
603 576 574
786 616 621
76 587 877
699 161 449
546 56 377
790 658 986
344 63 222
170 517 709
585 519 626
800 364 571
765 56 253
4 360 578
708 341 848
14 15 395
346 422 449
624 792 255
761 497 927
527 53 210
75 191 39
434 781 725
715 234 965
370 41 280
333 743 747
87 540 524
491 662 367
480 330 677
790 515 289
608 517 176
416 714 377
755 563 723
215 301 166
611 277 179
70 531 22
401 12 341
245 446 905
714 358 226
213 402 862
658 407 206
597 624 527
410 215 101
699 319 559
232 135 776
481 124 587
826 486 879
703 170 181
113 267 898
618 638 579
393 435 136
261 76 494
651 226 587
406 262 870
14 300 844
704 134 175
233 422 974
78 767 269
411 199 863
433 647 242
622 317 329
394 419 45
617 24 594
810 403 951
805 696 624
741 242 396
612 470 729
152 163 845
554 655 972
184 726 158
776 507 201
575 668 64
507 702 329
586 397 556
175 51 433
152 139 99
344 582 498
476 649 266
212 91 834
269 563 513
599 529 58
686 149 633
289 637 1
124 820 103
68 391 597
222 707 852
210 43 280
823 638 616
181 221 726
369 313 483
491 231 420
583 796 661
384 655 892
100 195 425
783 229 123
420 247 213
328 418 80
722 361 185
339 184 947
514 648 610
577 812 650
234 474 463
213 376 816
76 573 58
725 62 881
507 307 558
29 268 844
803 11 854
423 707 91
769 483 448
727 253 785
476 85 505
580 538 726
143 93 346
30 50 538
391 472 188
333 273 473
747 214 809
5 220 713
133 437 151
109 346 723
662 780 192
131 22 186
663 591 818
822 412 607
478 301 479
431 386 32
157 220 230
135 161 503
249 548 889
744 685 330
745 653 444
14 372 158
148 106 376
188 657 6
454 472 510
59 528 878
173 762 408
479 799 794
426 792 460
193 16 750
710 661 812
464 75 364
444 615 721
443 232 567
269 14 904
572 384 557
331 725 59
158 792 229
797 785 341
416 696 784
602 756 226
424 336 583
59 802 617
333 312 76
652 373 905
377 321 814
692 479 892
313 236 294
653 94 36
546 496 390
801 715 250
29 438 772
501 13 622
351 581 446
13 6 14
739 277 209
795 770 387
426 496 261
527 110 708
263 544 290
532 447 992
432 214 308
8 797 781
517 737 773
264 171 630
412 37 279
736 452 998
470 217 571
178 682 697
768 193 302
222 101 253
814 513 124
642 87 630
557 671 804
667 60 561
210 262 715
621 467 691
42 694 459
776 679 372
240 338 275
467 603 230
462 376 258
