17
931 926
310 648 -406
886 627 968
623 158 -691
603 658 -892
851 886 -987
22 727 895
656 828 754
297 884 -784
26 278 135
25 357 961
704 158 -368
764 180 -59
138 186 962
830 739 880
176 163 -755
799 739 976
524 835 -984
483 504 208
132 852 619
920 694 -258
527 306 -376
43 820 -615
361 107 854
913 595 -906
287 859 -558
813 808 -997
290 832 361
633 778 801
345 559 -658
125 275 -143
541 620 -600
673 118 733
7 470 -696
865 125 -564
744 363 -958
406 653 947
279 363 553
263 255 -390
210 536 535
911 511 -818
583 123 356
925 296 588
317 228 -728
110 791 -659
486 785 -589
127 702 205
460 722 -269
830 522 -140
503 567 451
98 23 -114
151 730 466
556 219 -684
476 15 75
113 331 -789
108 94 772
153 469 169
361 525 929
299 461 -782
649 852 -398
112 195 -79
681 161 360
161 411 -705
602 642 -963
196 678 378
778 399 46
288 267 523
121 643 -527
528 696 -347
316 447 737
653 199 509
268 395 -967
315 364 176
803 506 967
437 711 -241
634 593 625
29 922 -368
300 299 -9
628 122 -624
608 247 -603
292 550 201
908 244 594
824 118 508
138 134 481
735 686 140
593 902 640
499 762 233
479 243 836
152 31 -579
539 909 -684
630 678 -128
768 355 851
630 396 505
255 758 470
80 431 -441
610 283 -327
461 550 28
756 350 -830
279 522 -642
402 151 -344
728 846 -582
128 926 624
699 717 27
174 446 -771
224 158 929
730 152 272
35 493 398
111 825 225
256 890 -709
695 329 555
174 411 -251
273 732 683
860 86 930
138 80 -937
872 301 174
671 862 -571
501 653 908
324 802 476
844 371 -444
353 615 -979
92 350 542
910 199 729
226 654 -140
427 496 682
645 508 979
36 163 -113
657 607 -629
706 697 477
441 826 526
600 795 50
553 928 -425
776 477 453
432 844 -124
160 194 917
340 749 -239
695 63 688
326 543 -53
287 125 79
403 684 -8
119 900 536
260 256 -332
848 510 -151
715 596 -497
272 632 -219
806 331 -957
515 908 106
855 840 -439
537 528 -119
83 714 -691
781 710 335
367 612 -548
831 430 -560
807 289 737
765 516 -268
899 67 612
681 552 822
902 859 707
502 751 204
444 833 -781
136 265 707
744 441 -38
591 461 -34
531 788 -389
156 596 -335
301 787 -426
411 621 90
551 369 271
497 776 158
135 495 -462
526 170 925
251 774 387
32 569 843
680 158 868
606 393 -614
492 902 -690
617 491 -7
498 902 262
130 579 464
232 249 -965
601 833 -231
36 106 667
11 611 725
916 514 401
755 724 223
295 926 -488
148 665 -741
304 109 47
595 599 -201
392 394 761
776 251 719
930 468 -475
653 757 730
923 213 -495
237 866 669
213 829 -650
689 554 685
233 483 -510
43 29 -575
117 29 883
419 369 -616
286 767 353
716 117 -67
543 327 -622
47 931 -632
107 365 -668
797 259 -905
218 924 -136
557 591 780
16 900 678
237 262 545
375 163 897
787 3 -704
139 245 771
423 363 -22
525 11 104
14 528 273
158 483 -409
528 794 548
64 311 -889
491 441 812
126 259 81
505 721 -852
254 68 -968
503 426 886
432 923 -100
314 571 -407
646 876 -71
411 235 795
509 498 468
85 21 -80
113 567 477
297 284 386
115 820 232
143 258 85
770 329 455
294 111 -20
103 93 -469
759 112 12
741 549 -81
476 479 -697
814 926 -461
667 508 866
324 853 379
243 738 -98
205 849 -748
712 270 -708
907 408 998
520 645 -448
283 419 363
425 858 655
852 838 -30
374 377 329
718 130 717
368 219 135
772 544 -262
260 56 577
667 674 171
593 915 735
315 31 919
540 865 213
366 76 -342
227 250 404
76 824 758
814 771 593
307 674 681
747 640 -370
520 369 -755
284 631 897
756 886 689
284 492 960
268 321 -256
593 746 515
353 638 -834
824 834 96
578 450 -362
60 468 419
145 124 -179
585 125 711
873 571 -41
204 205 209
680 269 134
780 306 947
400 22 -91
636 57 -21
617 329 591
97 476 -989
387 546 763
544 587 610
151 293 -645
711 428 223
522 311 -784
393 830 -498
572 535 -374
102 128 -116
166 405 753
170 398 481
126 706 -694
879 109 -435
456 821 687
537 375 -363
244 2 -843
158 581 409
270 132 654
549 67 -563
920 557 978
50 140 189
345 672 163
194 123 213
930 774 654
203 806 357
708 74 835
590 504 715
82 331 -355
393 591 -450
929 271 386
228 589 128
811 894 420
872 641 617
458 719 -512
342 907 -249
237 43 -506
403 271 -100
61 574 -392
735 709 57
735 539 41
197 595 -991
550 529 -515
495 175 231
707 635 -144
215 262 -181
570 656 -691
14 30 712
682 121 640
246 426 -942
614 9 408
771 665 -73
125 869 -466
875 740 -382
170 372 884
662 16 -326
493 342 -743
795 849 787
682 714 224
378 768 663
883 304 -848
634 693 -777
361 533 -988
522 584 -133
728 50 858
116 476 718
60 369 -148
450 272 548
66 390 -590
12 530 380
388 337 -293
146 103 174
681 902 656
805 165 -395
374 623 965
739 224 -133
603 567 -15
455 523 -465
2 373 107
154 758 -906
481 770 -397
665 456 -584
230 519 -644
778 45 -275
708 71 572
374 436 568
36 104 487
91 332 -873
566 539 -269
294 244 -565
59 865 819
899 740 -343
334 460 74
781 408 -454
145 11 611
685 486 -517
773 526 681
751 662 813
854 873 -826
306 801 -101
334 398 -812
180 344 -2
731 242 -55
338 508 846
479 525 497
574 552 196
598 456 -715
170 464 782
245 683 489
680 891 499
378 35 -157
573 852 900
684 16 -207
504 494 229
912 300 -603
437 577 -184
630 700 -569
543 466 911
269 32 -623
885 514 554
116 903 139
85 398 -599
687 209 939
196 928 275
90 418 510
824 700 322
230 483 97
788 809 814
185 664 -851
878 352 -547
897 466 -142
551 672 445
406 501 584
124 387 261
855 131 861
405 841 650
761 890 -346
17 688 -58
582 121 897
493 621 -279
38 255 416
139 403 923
110 114 111
548 299 937
64 188 -835
309 658 455
740 903 -1
829 25 -824
733 431 -469
899 568 483
388 822 727
732 792 -957
718 497 638
214 809 952
670 330 -964
454 881 -131
74 11 896
392 719 -627
400 241 -528
407 358 339
241 55 172
845 767 -942
95 302 -810
333 783 -914
339 274 808
458 547 655
874 170 685
669 51 515
713 560 -489
309 170 421
506 910 944
470 262 -795
185 199 614
349 673 606
210 348 352
561 227 -49
533 275 78
519 525 -545
832 142 660
764 74 456
412 728 812
360 396 -985
644 766 -112
292 910 394
703 81 -920
288 43 -480
814 571 -767
599 319 246
917 818 42
844 761 1000
2 389 233
252 704 -815
837 90 -713
56 601 113
8 338 310
766 221 267
690 213 -864
588 408 158
885 681 134
353 890 -713
3 898 913
673 314 -70
614 755 314
297 573 -659
487 442 512
459 921 -647
443 65 698
99 350 90
930 99 -402
131 369 815
799 853 -927
851 752 421
902 128 -680
358 294 929
916 316 959
84 60 1
869 2 -829
382 812 659
618 44 380
98 692 997
754 769 301
473 474 530
773 930 -160
80 734 860
843 574 49
620 833 201
715 896 -112
467 756 -821
199 617 -379
671 175 -15
887 204 -892
497 588 580
194 216 -612
806 635 -275
207 297 568
544 248 -942
395 479 103
620 834 -582
761 636 -486
864 877 999
86 306 -595
321 567 339
844 171 -786
415 336 736
731 722 -312
546 384 -769
179 347 655
664 908 -457
43 42 115
586 614 498
680 707 390
834 776 540
787 121 656
603 715 756
348 327 838
446 187 690
659 650 243
276 255 -116
835 381 390
41 845 -528
592 52 -904
710 615 -134
782 410 -210
382 636 829
163 138 -195
464 367 405
40 744 -762
690 139 -4
744 461 106
664 543 947
32 744 900
920 312 791
679 641 620
381 220 23
555 488 748
479 488 -203
585 40 546
74 742 -256
319 323 -333
304 732 407
86 342 -679
523 882 378
590 814 725
561 130 588
61 142 529
152 770 940
291 126 -324
624 35 845
715 72 -916
280 607 493
574 554 221
822 833 -213
57 670 -959
748 453 556
239 686 -728
47 261 -90
488 313 111
309 662 -815
792 149 284
261 586 42
812 521 -848
761 118 143
180 7 -501
205 759 231
784 461 -134
909 217 96
480 307 713
325 558 -590
307 251 -168
632 900 -84
609 666 22
805 784 828
273 210 22
278 162 747
415 460 226
636 835 840
363 270 140
48 760 201
541 108 -410
167 131 -801
277 816 385
846 77 -323
52 747 708
709 767 166
188 179 -442
53 531 -11
281 74 -895
169 741 951
373 202 -565
231 427 529
896 603 521
87 908 -691
612 33 399
896 848
184 606 -49
659 174 491
759 725 -220
120 438 -268
179 301 -796
124 384 -467
70 844 -735
508 557 -437
89 439 -982
805 316 -976
854 714 -727
202 732 -980
284 606 -429
723 816 711
589 585 -613
599 506 136
614 539 -685
189 602 138
304 109 -366
850 392 520
813 512 -854
727 430 -343
225 735 -847
313 800 731
790 464 -34
137 568 -179
185 41 -553
241 645 -792
171 529 814
778 683 43
400 170 312
545 429 696
111 293 -291
708 703 -301
141 275 -404
450 839 -462
855 652 -239
687 248 -908
455 866 819
741 167 -556
586 240 370
772 883 867
676 97 -600
648 205 463
77 432 484
186 564 16
453 834 -436
733 710 839
298 419 201
875 669 -690
364 868 -267
179 27 -749
593 773 -454
823 665 215
505 312 502
413 695 -780
16 393 -767
542 762 682
149 506 -136
806 236 -644
364 832 -930
208 407 -174
641 298 115
74 88 -185
355 501 62
29 823 -214
666 639 -639
436 893 -801
238 306 49
325 558 557
293 629 -293
740 125 761
132 874 642
157 393 -149
177 333 656
119 230 790
864 407 55
580 537 835
94 239 -681
663 117 -473
184 752 -509
567 828 -621
271 285 447
131 461 -828
152 412 617
98 365 331
126 586 -736
650 107 -256
186 314 -860
532 250 444
673 110 555
95 614 879
849 731 468
111 98 836
623 338 783
833 582 -196
120 728 64
588 295 -241
722 402 -25
583 435 334
114 197 203
494 684 -443
565 289 456
886 312 227
157 805 169
721 466 -865
294 804 65
6 619 -665
248 3 -390
485 92 281
409 463 27
21 58 581
98 404 427
473 452 234
519 79 491
851 843 -165
551 570 916
354 642 933
288 522 797
332 201 -601
514 682 640
304 532 -362
674 689 -343
37 119 596
775 611 67
851 297 100
867 570 -434
6 548 -90
801 576 3
812 367 -430
845 54 599
889 215 943
461 767 181
812 786 251
366 80 713
26 528 -582
863 198 -236
766 379 885
401 748 706
635 800 -778
250 231 -715
894 33 -549
539 762 179
706 322 -527
397 447 718
489 536 -527
610 769 835
150 89 982
703 871 682
84 157 952
39 746 -863
377 422 5
847 438 -913
157 410 351
381 537 87
244 389 176
354 301 -136
511 231 -644
789 416 258
161 493 -482
296 381 133
373 513 -807
581 200 -972
726 269 -176
363 798 -34
142 861 -96
770 235 -512
867 300 582
499 811 24
25 633 751
423 477 -878
228 411 764
359 652 -939
21 200 434
816 892 -214
731 600 -559
625 383 -152
643 617 194
872 617 -410
450 185 -372
459 97 378
22 778 -947
73 571 846
449 14 -886
224 457 348
445 436 -855
851 123 454
581 554 -860
607 228 -174
855 488 -172
214 446 -627
382 241 119
842 504 -463
405 337 -483
105 471 774
15 529 542
876 736 -786
43 779 -264
868 473 -724
252 642 524
397 293 513
710 517 -712
888 85 -983
123 839 -999
299 471 84
802 118 -441
643 508 -392
261 734 562
571 413 -222
563 641 969
681 142 -111
390 160 477
771 776 -590
381 539 861
782 270 663
837 791 -331
765 671 -402
473 44 909
283 802 48
143 719 269
504 889 -243
343 451 -358
56 779 48
467 535 -390
339 869 -635
809 337 -331
209 437 628
69 176 -618
577 269 -622
163 243 500
340 652 524
299 433 -182
136 257 533
590 92 -305
633 506 760
781 320 816
57 758 117
876 459 -905
557 326 -704
872 483 34
745 47 962
721 512 -931
848 495 579
137 246 488
548 341 161
462 567 -475
449 735 -628
272 38 -144
354 222 391
232 813 885
147 415 -214
265 696 -349
25 318 -998
817 873 -994
797 758 -738
666 414 554
229 551 -476
476 321 -690
618 519 -185
892 386 -429
398 148 864
258 640 924
781 346 59
867 147 -233
434 712 -547
246 798 -568
381 149 -85
706 198 -411
639 625 899
731 382 -78
438 838 -786
358 354 280
409 867 341
773 841 215
388 822 375
186 699 -508
765 152 -338
535 14 22
556 443 -351
484 30 921
598 309 -864
162 71 836
505 473 -568
685 362 -81
582 197 -344
837 250 -514
19 680 -705
113 881 616
161 652 222
566 422 -746
517 585 -65
857 153 526
442 775 -646
144 386 -750
146 831 840
284 184 808
369 221 -302
766 690 -826
136 314 200
238 240 331
279 709 -404
417 131 549
662 253 -689
4 352 -595
862 7 -329
551 859 589
577 222 -656
729 340 868
79 740 672
108 34 -347
136 746 598
341 524 -493
274 539 820
558 473 100
308 68 -804
877 817 741
366 290 192
740 809 522
168 637 23
788 151 -869
419 231 546
569 443 -455
724 872 -850
358 301 590
809 572 656
697 570 94
31 753 -792
492 572 934
741 256 474
559 282 -675
481 760 456
670 689 51
545 609 356
11 571 -226
651 356 519
623 380 -566
830 6 502
652 823 -42
773 740 955
508 170 -35
419 892 -726
507 437 422
783 464 -554
174 796 -979
295 835 515
91 458 919
75 105 94
600 473 307
771 883 151
595 439 -878
222 860 -737
507 54 255
398 100 746
832 36 288
352 464 -313
110 84 -46
146 561 -179
223 166 -669
194 218 588
784 650 -761
210 514 982
208 248 246
504 529 135
755 486 -760
575 178 -934
704 610 90
526 665 -313
534 480 526
169 190 -543
838 433 878
218 443 369
677 88 -626
250 472 -750
205 6 382
620 796 -206
3 78 729
674 787 351
639 656 -642
290 444 597
814 416 698
63 253 -907
619 307 64
217 264 893
389 788 -431
65 263 -941
331 222 -737
303 118 -372
38 706 -84
20 78 568
522 625 -644
47 481 594
697 571 -717
566 825 -956
537 260 -679
597 732 244
459 339 460
558 614 -55
658 362 434
442 451 -725
250 563 -572
297 462 -421
825 234 -284
521 462 -929
205 633 -568
412 882 -250
7 487 -807
119 107 -206
222 283 578
259 255 814
556 490 307
482 380 -987
455 5 -441
516 231 213
571 750 82
889 402 188
572 659 189
98 100 728
754 292 -905
786 724 876
482 660 224
672 895 -585
49 343 -883
611 18 -590
769 360 -314
557 845 349
682 416 -989
119 186 -524
792 85 -483
144 357 722
693 427 686
613 529 -231
511 657 976
30 640 -695
704 166 890
362 611 -735
695 53 -639
802 348 -108
353 681 605
872 112 -491
117 484 164
545 518 -772
594 799 -149
603 567 -833
173 426 976
150 380 626
882 894 170
444 872 498
789 171 733
65 226 69
803 603 -851
745 173 687
691 343 336
659 386 -678
889 193 21
718 10 940
344 837 -185
417 628 -583
298 856 312
154 783 901
563 813 -817
796 842 734
199 768 309
748 113 147
525 213 716
832 695 397
346 434 247
772 202 899
289 557 73
82 809 213
55 680 300
138 28 -449
326 491 -35
309 262 -622
766 846 -494
51 884 -637
493 264 120
564 81 712
308 592 -224
731 799 884
377 572 294
245 688 25
427 594 -724
605 493 -54
120 444 -923
348 349 901
462 18 -290
292 143 -640
100 649 331
552 6 270
763 486 -324
26 543 -241
588 71 308
607 423 77
245 456 687
99 366 262
482 603 626
795 205 -98
389 438 249
186 108 441
487 37 137
559 542 15
524 46 413
477 896 15
154 96 -684
836 472 468
652 690 -939
338 832 -824
370 537 -81
832 336 695
621 386 -213
406 14 109
312 233 -677
309 780 434
771 36 -421
246 505 294
658 366 708
9 782 318
502 345 619
201 534 -381
80 592 498
148 618 -891
388 28 49
356 553 792
175 274 -444
743 587 380
453 203 580
839 334 -597
511 823 359
399 229 399
722 93 667
877 675 284
517 338 570
14 793 -849
589 504 229
104 523 640
682 466 -462
439 53 351
402 560 -801
65 718 333
250 878 9
610 457 810
529 723 564
388 111 955
462 491 272
532 289 -698
744 333 357
256 126 907
889 258 392
270 191 -29
427 328 184
293 11 223
312 219 385
773 799 -300
77 779 633
498 887 -688
570 190 -694
599 475 -770
740 594 -932
414 161 -825
321 220 250
320 751 517
812 128 -883
491 28 361
405 768 244
199 347 -937
238 428 858
607 745 776
582 579 466
5 552 838
53 666 435
377 445 -151
883 652 53
287 403 -363
344 264 818
773 301 -79
467 298 718
808 409 947
659 401 61
842 284 544
133 180 -84
170 882 -966
48 728 -345
110 157 589
240 837 -902
355 91 -652
865 422 56
409 808 -767
809 440 -434
692 594 665
418 758 173
896 122 -448
32 674 -95
489 592 857
436 174 -175
867 679 686
751 277 326
553 596 277
6 655 443
69 553 -298
504 392 548
406 771 -725
238 19 650
402 249 -361
471 501 289
84 35 180
752 494 994
301 358 -380
724 839 -367
4 846 851
399 704 549
585 876 -808
263 281 -681
701 352 943
149 542 539
561 92 -914
253 465 427
352 261 567
519 473 660
110 152 -621
871 545 -445
391 388 645
349 840 -686
544 666 531
856 461 -869
360 493 -606
332 223 -73
70 85 77
849 645 610
619 352 -210
725 287 -749
174 894 -768
851 438 805
475 622 446
372 245 745
678 628 -628
350 274 436
307 605 162
277 31 -656
447 322 -409
149 723 -27
433 218 900
124 779 -785
398 708 997
537 226 60
792 468 -710
402 514 -812
382 791 -646
210 401 140
492 13 -87
251 656 -737
209 629 -63
760 864 476
98 156 895
368 593 -704
197 68 -992
528 856 968
529 682 -642
885 717 -555
290 366 256
245 8 111
106 708 -599
886 520 -125
706 728 -311
461 121 255
108 568 466
498 611 -982
620 223 742
850 47 171
300 725 365
414 488 882
759 683 -285
846 593 -350
83 745 -853
498 276 179
261 274 394
357 843 691
126 882 832
477 823 -230
87 45 877
881 98 -200
119 8 46
52 760 369
215 609 -683
894 582 -922
684 279 -983
623 683 439
722 516 808
487 671 265
133 171 -156
367 134 79
874 653 -183
543 678 440
235 760 -29
559 712 283
741 506 -366
834 676 -822
764 241 941
405 382 112
234 789 -150
65 635 -703
39 598 -209
24 366 -380
226 794 288
144 142 -236
740 813 64
384 164 -947
530 325 694
473 619 -561
32 739 -847
610 508 775
837 678 541
665 677 176
588 87 312
40 242 -639
19 411 706
128 551 -881
27 466 -1000
724 368 937
76 566 -39
296 383 585
471 565 123
836 826 142
841 270 781
755 184 336
95 783 998
826 529 32
660 144 -728
383 486 -287
322 305 -556
896 650 791
19 133 140
654 168 356
807 351 355
258 579 -939
595 597 259
482 648 -773
378 872 -104
828 426 646
21 471 593
58 151 -817
765 217 -712
755 525 -925
347 264 -46
587 87 95
643 812 459
280 865 206
568 577 60
11 661 920
636 340 -682
271 247 616
55 738 941
572 284 -791
889 155 -701
690 601 -613
820 411 284
246 564 996
325 792 185
279 2 368
235 652 664
75 464 704
418 558 192
66 715 -686
509 191 -369
463 504 249
429 787 296
58 544 836
215 154 -16
842 460 -755
289 540 -893
589 604 240
158 818 246
29 153 -961
55 804 41
353 43 -336
615 427 -863
76 224 642
661 697 -51
164 577 -137
331 756 -383
605 271 -28
871 118 -840
431 794 862
214 159 -774
283 811 -188
100 774 365
186 511 683
879 565 -114
534 287 -532
331 193 -278
762 824 -659
222 411 143
33 746 -971
124 687 353
598 632 -224
180 749 -224
299 350 -775
288 46 189
9 400 -391
514 172 -529
762 297 -878
52 774 -149
339 597 -555
271 847 -369
827 596 225
762 693 793
185 866 -903
860 145 -496
140 194 990
690 665 -36
613 658 -948
387 436 -289
338 176 67
197 81 345
453 725 203
77 133 726
410 663 301
676 128 606
674 492 -609
876 774 12
362 38 661
159 254 -363
255 590 350
385 383 -166
267 528 -609
332 576 -267
769 884 274
876 630 789
362 549 -739
94 404 -237
800 375 708
258 512 -710
686 69 760
764 331 -987
571 874 248
195 784 -252
336 7 830
307 10 -995
38 3 729
686 596 77
265 21 -126
122 247 869
153 144 -2
624 564 970
462 574 -63
350 393 267
832 23 1000
884 821 -995
368 505 -668
994 908
553 804 950
601 382 -615
319 813 -842
206 80 -142
840 313 -811
648 442 -666
361 243 52
378 312 -2
846 578 998
163 272 720
8 194 -369
240 291 -416
584 44 144
682 564 243
383 166 240
358 848 -554
458 322 187
853 780 -17
239 650 -714
620 455 810
392 877 1000
427 28 -721
596 309 754
298 769 529
161 62 843
658 534 82
736 891 -1
777 862 869
766 449 -774
660 993 -581
690 147 -749
256 276 -116
742 745 875
240 515 863
360 703 178
344 103 827
305 252 283
268 221 -21
391 865 -222
11 283 753
200 52 317
928 825 362
671 712 685
827 587 -408
944 680 -31
612 860 -66
227 674 184
861 299 501
200 127 229
354 38 860
177 905 -376
858 785 81
394 728 -333
120 640 -950
836 953 0
643 322 -696
38 810 -921
160 524 714
625 806 79
338 139 926
860 854 -417
563 591 -400
842 648 -567
433 678 678
641 475 280
33 946 589
899 507 -315
511 205 -339
788 72 -390
860 507 -610
735 704 200
418 115 145
723 574 763
825 163 -605
669 247 -540
627 580 331
817 480 668
412 778 -267
515 444 -104
266 102 717
536 921 -275
862 656 578
4 584 819
339 352 -101
507 820 -210
281 361 -631
669 149 -755
596 546 822
818 713 631
413 760 -999
219 617 -295
818 635 484
906 355 448
547 876 478
856 789 685
482 428 566
935 718 -665
298 583 -996
894 282 -387
667 16 -592
381 55 -863
339 498 -92
478 24 832
566 614 -681
308 367 793
773 693 939
765 968 -633
490 14 -956
529 527 -953
757 669 -599
520 671 -247
848 748 -464
563 60 678
611 175 587
762 434 -418
654 726 23
620 32 320
268 774 80
190 441 -28
149 174 -467
907 762 862
641 857 418
407 344 946
827 851 13
531 852 -385
986 305 -815
896 887 680
443 193 195
837 526 -285
884 526 704
513 385 -171
675 773 -803
652 546 -289
127 675 812
807 523 -160
746 959 452
568 750 759
435 560 801
574 429 460
355 603 293
467 844 941
394 382 964
321 926 512
116 683 -276
990 229 -689
101 431 263
140 604 -214
99 206 -579
949 842 -476
817 593 150
482 838 963
554 967 -592
626 234 765
93 714 -649
824 436 25
652 822 497
954 416 170
821 60 252
933 93 308
703 168 -194
456 643 472
584 729 -584
584 16 -511
778 458 -850
120 370 -323
356 151 -68
114 738 -136
868 641 -126
25 729 502
269 517 508
512 596 -143
495 440 157
785 960 -971
325 702 42
943 807 -488
175 81 996
504 637 201
972 65 959
885 308 -806
121 911 483
878 130 662
559 361 572
75 110 -488
910 270 878
19 456 429
791 379 -851
158 754 -455
327 432 -708
777 941 -349
136 418 -727
499 221 857
316 553 -35
253 99 -148
990 327 814
560 261 308
272 126 442
316 660 -863
833 330 173
775 670 729
340 392 -679
735 939 687
621 159 415
702 969 -161
808 306 -942
646 787 -338
147 813 -513
122 71 427
882 316 920
507 494 -943
636 772 452
444 838 796
26 919 -740
837 78 -798
141 881 611
446 229 91
497 61 353
468 76 194
379 193 696
67 514 -846
384 279 39
817 346 997
478 270 7
406 76 -10
850 965 -126
300 592 -554
790 418 -502
840 171 387
918 792 -127
798 82 508
873 13 -410
526 442 -966
516 740 -597
814 777 568
52 185 -117
318 837 954
735 738 554
14 320 43
920 453 69
182 855 243
224 115 611
560 711 974
67 103 -654
871 307 -77
97 791 -17
228 983 152
630 644 325
514 687 -997
847 293 845
73 581 764
546 758 151
593 730 -900
407 569 320
14 990 602
395 378 -179
951 901 282
657 697 -907
734 205 -498
325 85 742
20 300 530
891 811 827
600 107 -389
964 959 -862
320 341 839
750 430 -740
593 323 -551
468 850 340
680 232 -785
210 203 443
32 443 -972
389 204 846
867 879 -242
183 425 -646
154 284 -318
326 154 -501
737 705 -13
51 511 915
289 228 -90
667 936 -577
345 666 462
583 382 230
758 922 -99
341 649 -211
327 596 -289
908 724 450
476 112 -472
326 112 -687
75 714 -835
882 960 -32
963 358 -869
325 51 -287
319 574 -480
517 822 901
317 546 -544
113 733 870
784 60 -39
62 785 797
739 429 -371
742 337 398
493 950 -415
319 55 -31
760 880 180
964 85 -210
175 144 529
59 799 966
819 710 -564
145 439 -56
73 199 903
63 133 -828
984 317 574
231 18 863
195 896 -22
570 431 -489
562 195 -697
87 489 -374
328 847 -848
499 618 385
551 458 212
24 319 -89
318 689 709
733 819 -383
371 152 -247
893 711 -72
860 316 -71
173 877 650
162 669 -416
5 375 255
425 585 590
206 294 358
653 856 -774
454 345 799
294 789 -610
466 330 -666
803 350 109
628 703 -302
952 19 -348
356 393 -908
981 968 -185
492 905 -204
243 302 -124
190 332 -357
436 187 -893
785 210 741
188 196 -347
572 329 291
214 562 -439
209 135 708
100 495 -841
670 234 -525
866 297 93
729 8 -259
143 488 -337
167 56 -415
406 58 -845
512 614 331
247 968 -277
156 853 389
725 613 117
282 41 -667
424 71 468
354 455 -559
734 696 174
772 538 -338
415 339 -801
952 151 7
903 990 -186
304 439 522
808 963 -735
822 926 -672
433 697 743
827 721 636
14 849 843
35 209 773
343 573 -998
459 848 992
351 922 312
550 462 311
411 155 -726
315 867 539
